,record_id,month,day,year,plot,species,sex,wgt
9789,9790,1,19,1985,16,RM,F,4.0
9790,9791,1,19,1985,17,OT,F,16.0
9791,9792,1,19,1985,6,DO,M,48.0
9792,9793,1,19,1985,12,DO,F,40.0
9793,9794,1,19,1985,24,RM,M,4.0
9794,9795,1,19,1985,12,DO,M,48.0
9795,9796,1,19,1985,6,DM,F,35.0
9796,9797,1,19,1985,14,DM,M,45.0
9797,9798,1,19,1985,6,DM,F,38.0
9798,9799,1,19,1985,19,RM,M,4.0
9799,9800,1,19,1985,6,DM,M,45.0
9800,9801,1,19,1985,12,PE,M,12.0
9801,9802,1,19,1985,21,RM,M,5.0
9802,9803,1,19,1985,6,DM,F,32.0
9803,9804,1,19,1985,12,DM,F,30.0
9804,9805,1,19,1985,12,DO,M,41.0
9805,9806,1,19,1985,20,DM,M,37.0
9806,9807,1,19,1985,12,DM,F,33.0
9807,9808,1,19,1985,6,OL,M,32.0
9808,9809,1,19,1985,12,OT,M,20.0
9809,9810,1,19,1985,17,OT,M,18.0
9810,9811,1,19,1985,18,OL,M,19.0
9811,9812,1,19,1985,19,PM,M,7.0
9812,9813,1,19,1985,20,DO,M,30.0
9813,9814,1,19,1985,6,DM,M,37.0
9814,9815,1,19,1985,12,DO,F,48.0
9815,9816,1,19,1985,18,DM,M,39.0
9816,9817,1,19,1985,6,DO,F,44.0
9817,9818,1,19,1985,12,DM,M,30.0
9818,9819,1,19,1985,14,OL,F,45.0
9819,9820,1,19,1985,18,DM,M,43.0
9820,9821,1,19,1985,24,DM,M,39.0
9821,9822,1,19,1985,17,DO,F,51.0
9822,9823,1,19,1985,23,RM,M,4.0
9823,9824,1,19,1985,6,DO,M,44.0
9824,9825,1,19,1985,12,DM,M,35.0
9825,9826,1,19,1985,20,DO,M,41.0
9826,9827,1,19,1985,18,DM,F,37.0
9827,9828,1,19,1985,14,AB,,
9828,9829,1,19,1985,16,DM,M,41.0
9829,9830,1,19,1985,16,DM,F,35.0
9830,9831,1,19,1985,24,DM,M,37.0
9831,9832,1,19,1985,12,DM,F,36.0
9832,9833,1,19,1985,14,PM,F,22.0
9833,9834,1,19,1985,6,OT,M,23.0
9834,9835,1,19,1985,16,DM,F,34.0
9835,9836,1,19,1985,18,DM,M,38.0
9836,9837,1,19,1985,6,OL,F,31.0
9837,9838,1,19,1985,6,DO,M,43.0
9838,9839,1,19,1985,14,OL,M,32.0
9839,9840,1,19,1985,18,DO,M,55.0
9840,9841,1,19,1985,16,DM,M,39.0
9841,9842,1,19,1985,6,DM,F,27.0
9842,9843,1,19,1985,14,DM,M,39.0
9843,9844,1,19,1985,6,OT,F,20.0
9844,9845,1,19,1985,18,OL,M,31.0
9845,9846,1,19,1985,6,DO,F,34.0
9846,9847,1,19,1985,17,DM,M,40.0
9847,9848,1,19,1985,18,OT,F,20.0
