,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
1551,1552,1,28,1979,22,DM,F,37.0,37.0
1552,1553,1,28,1979,8,DS,F,48.0,128.0
1553,1554,1,28,1979,9,DM,F,37.0,42.0
1554,1555,1,28,1979,11,DM,M,36.0,37.0
1556,1557,1,28,1979,17,DM,F,36.0,48.0
1557,1558,1,28,1979,12,DM,M,36.0,45.0
1558,1559,1,28,1979,17,DM,F,34.0,42.0
1559,1560,1,28,1979,11,DO,M,34.0,52.0
1560,1561,1,28,1979,22,OL,M,19.0,35.0
1561,1562,1,28,1979,11,DM,M,39.0,50.0
1562,1563,1,28,1979,1,OL,M,19.0,46.0
1563,1564,1,28,1979,9,DM,F,36.0,43.0
1564,1565,1,28,1979,22,DM,M,38.0,47.0
1565,1566,1,28,1979,11,OL,M,21.0,35.0
1566,1567,1,28,1979,11,DM,M,37.0,43.0
1572,1573,1,29,1979,2,OL,F,19.0,31.0
1580,1581,1,29,1979,2,DM,F,38.0,42.0
1585,1586,1,29,1979,16,DM,M,38.0,45.0
1592,1593,1,29,1979,16,DM,F,34.0,42.0
1616,1617,2,24,1979,22,OL,F,20.0,40.0
1617,1618,2,24,1979,9,OL,M,21.0,37.0
1618,1619,2,24,1979,22,DM,M,36.0,50.0
1619,1620,2,24,1979,22,DM,M,36.0,47.0
1620,1621,2,24,1979,22,DM,F,36.0,44.0
1621,1622,2,24,1979,8,OL,F,21.0,32.0
1623,1624,2,24,1979,11,DM,M,37.0,48.0
1624,1625,2,24,1979,12,DS,F,52.0,123.0
1625,1626,2,24,1979,11,OL,M,21.0,36.0
1626,1627,2,24,1979,8,DS,M,52.0,109.0
1627,1628,2,24,1979,22,DM,M,35.0,46.0
1628,1629,2,24,1979,11,DM,M,36.0,44.0
1630,1631,2,24,1979,22,DS,F,52.0,127.0
1631,1632,2,24,1979,17,DO,F,34.0,48.0
1632,1633,2,24,1979,17,DS,F,50.0,125.0
1633,1634,2,24,1979,8,DM,M,36.0,42.0
1634,1635,2,24,1979,22,DM,M,37.0,45.0
1635,1636,2,24,1979,12,DM,M,36.0,47.0
1636,1637,2,24,1979,9,DS,F,50.0,124.0
1637,1638,2,24,1979,20,DS,F,50.0,131.0
1643,1644,2,25,1979,2,DM,F,37.0,44.0
1644,1645,2,25,1979,3,OT,M,21.0,26.0
1645,1646,2,25,1979,2,OL,F,20.0,30.0
1646,1647,2,25,1979,5,DS,M,52.0,142.0
1647,1648,2,25,1979,14,DM,F,36.0,43.0
1648,1649,2,25,1979,18,DS,M,52.0,139.0
1649,1650,2,25,1979,3,OT,F,20.0,30.0
1650,1651,2,25,1979,1,DM,M,38.0,43.0
1651,1652,2,25,1979,18,DS,F,52.0,132.0
1652,1653,2,25,1979,2,PM,F,19.0,26.0
1653,1654,2,25,1979,1,DM,M,37.0,48.0
1654,1655,2,25,1979,6,DS,F,50.0,119.0
1655,1656,2,25,1979,1,DS,M,51.0,137.0
1656,1657,2,25,1979,15,PM,F,19.0,24.0
1657,1658,2,25,1979,4,DS,M,49.0,130.0
1658,1659,2,25,1979,13,DS,M,51.0,60.0
1659,1660,2,25,1979,14,DS,F,51.0,127.0
1660,1661,2,25,1979,2,DM,F,35.0,44.0
1661,1662,2,25,1979,16,OL,F,22.0,35.0
1662,1663,2,25,1979,4,DM,M,35.0,46.0
1663,1664,2,25,1979,16,OL,M,21.0,34.0
1664,1665,2,25,1979,4,DM,F,35.0,39.0
1665,1666,2,25,1979,14,DM,M,36.0,40.0
1666,1667,2,25,1979,16,DM,M,38.0,44.0
1667,1668,2,25,1979,13,DM,F,37.0,43.0
1668,1669,2,25,1979,13,OL,F,22.0,39.0
1669,1670,2,25,1979,2,PM,M,21.0,26.0
1670,1671,3,31,1979,12,DS,M,51.0,86.0
1671,1672,3,31,1979,4,DM,F,34.0,23.0
1672,1673,3,31,1979,2,DS,F,48.0,82.0
1673,1674,3,31,1979,13,DM,F,36.0,37.0
1674,1675,3,31,1979,17,PE,M,20.0,23.0
1675,1676,3,31,1979,2,DM,M,36.0,54.0
1676,1677,3,31,1979,12,DM,M,36.0,53.0
1678,1679,3,31,1979,22,DM,M,37.0,50.0
1679,1680,3,31,1979,14,DS,F,47.0,71.0
1680,1681,3,31,1979,5,DS,M,54.0,142.0
1681,1682,3,31,1979,17,DM,F,35.0,46.0
1682,1683,3,31,1979,17,DS,M,51.0,71.0
1683,1684,3,31,1979,12,DS,F,52.0,125.0
1684,1685,3,31,1979,14,DS,F,47.0,73.0
1685,1686,3,31,1979,13,PF,F,16.0,7.0
1686,1687,3,31,1979,18,DO,F,32.0,29.0
1687,1688,3,31,1979,22,PF,F,20.0,7.0
1688,1689,3,31,1979,18,DS,M,51.0,141.0
1689,1690,3,31,1979,18,DS,M,50.0,78.0
1690,1691,3,31,1979,4,DM,F,37.0,49.0
1691,1692,3,31,1979,2,DM,M,37.0,45.0
1692,1693,3,31,1979,22,DS,F,52.0,144.0
1693,1694,3,31,1979,8,DS,F,58.0,123.0
1694,1695,3,31,1979,1,DS,M,50.0,141.0
1695,1696,3,31,1979,9,DS,F,50.0,115.0
1696,1697,3,31,1979,1,DS,M,52.0,140.0
1697,1698,3,31,1979,18,DS,M,51.0,127.0
1698,1699,3,31,1979,5,DM,M,37.0,54.0
1699,1700,3,31,1979,17,DO,F,35.0,49.0
1700,1701,3,31,1979,2,DM,F,36.0,46.0
1701,1702,3,31,1979,6,DM,M,37.0,53.0
1702,1703,3,31,1979,17,DS,F,48.0,129.0
1703,1704,3,31,1979,9,DS,F,48.0,112.0
1704,1705,3,31,1979,9,DS,F,48.0,71.0
1705,1706,3,31,1979,17,DO,F,34.0,50.0
1706,1707,3,31,1979,18,DO,M,35.0,54.0
1707,1708,3,31,1979,13,DS,F,47.0,58.0
1708,1709,3,31,1979,9,DM,M,37.0,55.0
1710,1711,3,31,1979,9,DM,M,37.0,31.0
1711,1712,3,31,1979,11,DM,M,38.0,46.0
1712,1713,3,31,1979,13,DS,F,49.0,112.0
1713,1714,3,31,1979,4,DS,M,51.0,129.0
1714,1715,3,31,1979,8,DM,M,37.0,45.0
1724,1725,4,28,1979,11,DM,M,39.0,47.0
1725,1726,4,28,1979,12,DS,M,48.0,73.0
1726,1727,4,28,1979,12,DS,F,48.0,75.0
1727,1728,4,28,1979,12,DS,F,50.0,140.0
1728,1729,4,28,1979,12,NL,F,31.0,86.0
1729,1730,4,28,1979,1,DM,F,36.0,50.0
1730,1731,4,28,1979,12,NL,F,32.0,239.0
1731,1732,4,28,1979,22,DS,F,52.0,127.0
1732,1733,4,28,1979,1,DS,M,51.0,144.0
1733,1734,4,28,1979,11,DM,F,36.0,46.0
1734,1735,4,28,1979,1,DS,F,50.0,71.0
1735,1736,4,28,1979,22,DS,M,50.0,76.0
1736,1737,4,28,1979,9,DS,F,44.0,51.0
1737,1738,4,28,1979,8,DS,F,50.0,130.0
1738,1739,4,28,1979,17,DS,M,50.0,143.0
1739,1740,4,28,1979,9,DS,M,46.0,49.0
1740,1741,4,28,1979,9,DS,F,49.0,124.0
1741,1742,4,28,1979,9,DS,F,43.0,46.0
1742,1743,4,28,1979,12,DM,M,37.0,34.0
1743,1744,4,28,1979,20,DS,M,46.0,71.0
1744,1745,4,28,1979,17,DS,F,48.0,119.0
1745,1746,4,28,1979,20,PE,M,19.0,19.0
1746,1747,4,28,1979,20,DS,F,52.0,143.0
1747,1748,4,28,1979,9,DS,M,47.0,85.0
1748,1749,4,28,1979,9,DS,F,47.0,63.0
1749,1750,4,28,1979,17,DO,F,34.0,51.0
1754,1755,4,29,1979,4,OT,M,18.0,28.0
1755,1756,4,29,1979,2,NL,M,33.0,166.0
1756,1757,4,29,1979,15,PP,F,21.0,15.0
1757,1758,4,29,1979,18,DO,F,36.0,48.0
1758,1759,4,29,1979,14,DS,M,46.0,67.0
1759,1760,4,29,1979,13,PE,M,18.0,13.0
1760,1761,4,29,1979,5,DS,M,52.0,143.0
1761,1762,4,29,1979,15,OT,M,20.0,23.0
1762,1763,4,29,1979,18,NL,F,30.0,126.0
1763,1764,4,29,1979,13,DS,M,52.0,97.0
1764,1765,4,29,1979,15,PM,M,22.0,18.0
1765,1766,4,29,1979,14,DS,M,47.0,61.0
1767,1768,4,29,1979,2,DM,M,39.0,43.0
1768,1769,4,29,1979,14,DM,F,37.0,65.0
1769,1770,4,29,1979,18,DS,M,50.0,99.0
1770,1771,4,29,1979,4,DM,F,38.0,45.0
1771,1772,4,29,1979,13,DS,F,47.0,135.0
1772,1773,4,29,1979,4,DS,F,51.0,92.0
1773,1774,4,29,1979,5,DS,M,49.0,95.0
1774,1775,4,29,1979,14,DM,M,34.0,27.0
1775,1776,4,29,1979,4,NL,M,32.0,101.0
1780,1781,5,29,1979,9,DS,F,51.0,136.0
1781,1782,5,29,1979,12,NL,M,27.0,66.0
1782,1783,5,29,1979,12,DS,M,51.0,91.0
1783,1784,5,29,1979,12,NL,M,30.0,72.0
1784,1785,5,29,1979,17,DM,F,34.0,43.0
1785,1786,5,29,1979,22,DS,M,49.0,96.0
1786,1787,5,29,1979,17,DS,F,49.0,73.0
1787,1788,5,29,1979,22,DM,F,37.0,47.0
1788,1789,5,29,1979,20,PP,M,21.0,20.0
1789,1790,5,29,1979,12,DM,M,37.0,43.0
1790,1791,5,29,1979,17,DS,M,49.0,75.0
1791,1792,5,29,1979,9,DS,F,48.0,76.0
1792,1793,5,29,1979,22,DS,M,43.0,62.0
1793,1794,5,29,1979,9,DS,F,49.0,114.0
1794,1795,5,29,1979,17,DS,F,47.0,119.0
1796,1797,5,29,1979,9,DS,F,44.0,63.0
1797,1798,5,29,1979,12,NL,M,29.0,70.0
1798,1799,5,29,1979,17,DS,M,49.0,147.0
1799,1800,5,29,1979,9,DS,F,49.0,136.0
1801,1802,5,29,1979,22,DS,F,47.0,60.0
1802,1803,5,29,1979,9,DS,M,48.0,71.0
1803,1804,5,29,1979,20,DS,M,50.0,63.0
1804,1805,5,29,1979,9,DM,F,37.0,47.0
1805,1806,5,29,1979,8,DS,F,50.0,135.0
1806,1807,5,29,1979,20,NL,M,27.0,40.0
1807,1808,5,29,1979,8,DM,M,37.0,46.0
1808,1809,5,29,1979,12,DO,M,34.0,41.0
1809,1810,5,29,1979,22,DS,F,45.0,47.0
1810,1811,5,29,1979,17,DO,M,33.0,29.0
1811,1812,5,29,1979,20,DS,M,47.0,66.0
1812,1813,5,29,1979,11,DM,M,38.0,46.0
1813,1814,5,29,1979,20,DS,F,52.0,147.0
1816,1817,5,30,1979,5,DM,F,35.0,53.0
1817,1818,5,30,1979,2,NL,M,32.0,184.0
1818,1819,5,30,1979,15,OT,M,20.0,24.0
1819,1820,5,30,1979,1,DM,M,32.0,19.0
1820,1821,5,30,1979,18,DS,F,49.0,128.0
1821,1822,5,30,1979,15,OT,F,18.0,15.0
1823,1824,5,30,1979,5,DS,F,52.0,113.0
1824,1825,5,30,1979,14,DM,F,33.0,20.0
1825,1826,5,30,1979,18,DO,F,32.0,44.0
1827,1828,5,30,1979,18,DS,M,50.0,114.0
1828,1829,5,30,1979,1,DS,F,50.0,101.0
1829,1830,5,30,1979,18,DO,M,35.0,40.0
1830,1831,5,30,1979,14,DM,M,35.0,40.0
1831,1832,5,30,1979,13,DS,F,47.0,112.0
1832,1833,5,30,1979,1,DM,F,35.0,45.0
1833,1834,5,30,1979,5,DM,M,32.0,21.0
1834,1835,5,30,1979,5,DS,M,51.0,105.0
1835,1836,5,30,1979,1,DS,M,51.0,140.0
1836,1837,5,30,1979,4,DS,F,50.0,107.0
1837,1838,5,30,1979,14,DS,F,51.0,123.0
1838,1839,5,30,1979,2,DM,M,37.0,50.0
1839,1840,5,30,1979,1,DS,M,51.0,132.0
1840,1841,5,30,1979,14,DS,M,49.0,93.0
1841,1842,5,30,1979,15,PP,M,22.0,20.0
1842,1843,5,30,1979,4,DM,F,37.0,44.0
1843,1844,5,30,1979,13,DM,M,36.0,36.0
1844,1845,5,30,1979,2,DM,F,36.0,53.0
1845,1846,5,30,1979,2,DM,M,37.0,45.0
1846,1847,5,30,1979,14,DM,F,35.0,57.0
1852,1853,7,3,1979,12,DS,M,51.0,105.0
1853,1854,7,3,1979,21,OT,F,21.0,18.0
1854,1855,7,3,1979,21,OT,M,20.0,27.0
1855,1856,7,3,1979,22,PF,F,16.0,8.0
1856,1857,7,3,1979,9,DS,F,48.0,116.0
1857,1858,7,3,1979,17,DM,F,35.0,41.0
1858,1859,7,3,1979,22,DS,M,50.0,120.0
1859,1860,7,3,1979,20,PF,F,15.0,9.0
1860,1861,7,3,1979,9,DS,F,46.0,96.0
1861,1862,7,3,1979,17,DS,M,52.0,143.0
1862,1863,7,3,1979,20,NL,F,30.0,94.0
1863,1864,7,3,1979,8,DS,F,49.0,128.0
1864,1865,7,3,1979,11,DS,M,50.0,91.0
1867,1868,7,3,1979,12,DM,M,36.0,44.0
1868,1869,7,3,1979,17,DO,M,33.0,38.0
1869,1870,7,3,1979,9,DS,M,46.0,86.0
1870,1871,7,3,1979,21,PF,F,15.0,7.0
1871,1872,7,3,1979,21,PF,M,15.0,8.0
1872,1873,7,3,1979,23,PE,F,20.0,27.0
1874,1875,7,3,1979,20,DS,M,46.0,43.0
1875,1876,7,3,1979,11,DM,F,33.0,32.0
1876,1877,7,3,1979,17,DM,M,36.0,48.0
1879,1880,7,4,1979,3,OL,F,19.0,21.0
1880,1881,7,4,1979,5,DM,M,35.0,34.0
1881,1882,7,4,1979,2,NL,M,32.0,206.0
1882,1883,7,4,1979,18,DS,M,46.0,60.0
1883,1884,7,4,1979,15,PP,F,22.0,14.0
1884,1885,7,4,1979,13,DM,F,34.0,27.0
1885,1886,7,4,1979,5,DM,F,35.0,50.0
1886,1887,7,4,1979,14,DS,F,49.0,120.0
1887,1888,7,4,1979,18,DS,M,46.0,59.0
1890,1891,7,4,1979,18,DS,F,51.0,138.0
1892,1893,7,4,1979,6,DS,F,50.0,95.0
1893,1894,7,4,1979,14,DM,F,38.0,53.0
1894,1895,7,4,1979,15,PP,F,20.0,16.0
1895,1896,7,4,1979,14,DS,M,49.0,70.0
1897,1898,7,4,1979,2,PP,M,20.0,10.0
1898,1899,7,4,1979,18,DO,F,34.0,53.0
1899,1900,7,4,1979,13,DS,M,50.0,79.0
