,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
504,505,1,8,1978,13,DM,M,36.0,43.0
506,507,1,8,1978,2,DM,M,35.0,44.0
507,508,1,8,1978,20,DM,F,36.0,36.0
509,510,1,8,1978,13,PF,F,16.0,8.0
510,511,1,8,1978,2,DM,M,36.0,38.0
511,512,1,8,1978,9,DS,F,48.0,122.0
513,514,1,8,1978,9,PF,M,16.0,7.0
515,516,1,8,1978,9,DM,M,38.0,46.0
516,517,1,8,1978,2,PE,M,26.0,22.0
517,518,1,8,1978,2,DM,M,36.0,38.0
518,519,1,8,1978,2,DM,M,38.0,48.0
519,520,1,8,1978,3,PF,M,15.0,7.0
520,521,1,8,1978,2,DM,M,36.0,43.0
521,522,1,8,1978,2,DM,F,37.0,35.0
522,523,1,8,1978,2,DM,M,36.0,43.0
524,525,1,8,1978,6,DM,M,34.0,36.0
525,526,1,8,1978,9,DS,F,51.0,117.0
526,527,1,8,1978,2,DM,F,37.0,37.0
527,528,1,8,1978,20,DS,M,51.0,122.0
528,529,1,8,1978,9,DM,M,36.0,43.0
529,530,1,8,1978,13,DM,M,37.0,42.0
537,538,1,9,1978,17,DM,M,36.0,40.0
538,539,1,9,1978,17,DM,F,34.0,37.0
539,540,1,9,1978,17,DS,F,47.0,117.0
540,541,1,9,1978,11,DM,M,36.0,40.0
541,542,1,9,1978,1,DM,M,36.0,40.0
542,543,1,9,1978,4,DS,M,49.0,132.0
544,545,1,9,1978,1,DM,F,38.0,36.0
547,548,1,9,1978,8,DS,M,53.0,150.0
548,549,1,9,1978,11,DM,M,38.0,44.0
549,550,1,9,1978,14,DM,F,36.0,40.0
550,551,1,9,1978,4,DS,F,50.0,126.0
551,552,1,9,1978,11,DS,F,51.0,122.0
552,553,1,9,1978,8,DS,F,50.0,136.0
554,555,1,9,1978,14,DS,F,48.0,116.0
555,556,1,9,1978,17,DM,F,36.0,38.0
556,557,1,9,1978,11,DM,F,37.0,39.0
557,558,1,9,1978,1,DS,F,49.0,135.0
558,559,1,9,1978,14,DM,M,36.0,46.0
559,560,1,9,1978,17,DS,M,50.0,133.0
560,561,1,9,1978,11,DS,M,53.0,136.0
563,564,1,10,1978,18,DS,F,51.0,141.0
565,566,1,10,1978,18,DM,F,36.0,38.0
566,567,1,10,1978,12,DM,F,36.0,35.0
571,572,1,10,1978,18,DM,M,38.0,51.0
573,574,1,10,1978,18,DM,F,34.0,33.0
574,575,1,10,1978,18,DM,M,38.0,47.0
575,576,1,10,1978,18,DM,M,36.0,49.0
584,585,2,18,1978,2,DS,M,53.0,157.0
585,586,2,18,1978,13,DM,M,35.0,51.0
588,589,2,18,1978,20,DM,F,39.0,38.0
589,590,2,18,1978,2,PF,F,16.0,7.0
591,592,2,18,1978,22,DM,M,39.0,45.0
592,593,2,18,1978,2,DM,M,38.0,52.0
593,594,2,18,1978,9,DM,M,38.0,50.0
594,595,2,18,1978,2,DM,M,37.0,51.0
596,597,2,18,1978,20,DM,F,33.0,39.0
598,599,2,18,1978,3,OT,F,15.0,23.0
599,600,2,18,1978,2,DM,F,37.0,40.0
600,601,2,18,1978,2,DM,M,36.0,41.0
601,602,2,18,1978,13,DM,M,37.0,46.0
603,604,2,18,1978,2,PE,M,22.0,25.0
606,607,2,19,1978,5,DM,F,36.0,39.0
607,608,2,19,1978,17,DM,F,34.0,42.0
609,610,2,19,1978,17,DM,M,37.0,39.0
610,611,2,19,1978,21,OT,F,20.0,23.0
613,614,2,19,1978,4,DS,F,49.0,124.0
614,615,2,19,1978,5,DS,F,49.0,114.0
615,616,2,19,1978,11,DM,M,36.0,44.0
616,617,2,19,1978,11,DM,M,38.0,48.0
618,619,2,19,1978,14,DM,F,39.0,44.0
619,620,2,19,1978,8,DS,F,49.0,132.0
621,622,2,19,1978,17,DS,F,46.0,137.0
623,624,2,19,1978,4,DM,M,35.0,39.0
624,625,2,19,1978,5,DM,F,35.0,56.0
625,626,2,19,1978,17,OL,F,20.0,35.0
629,630,2,19,1978,5,OT,F,18.0,22.0
630,631,2,19,1978,5,OT,M,20.0,25.0
632,633,2,19,1978,8,DS,M,55.0,154.0
634,635,2,20,1978,15,DM,M,38.0,49.0
635,636,2,20,1978,18,DM,F,36.0,44.0
636,637,2,20,1978,18,DM,F,38.0,35.0
637,638,2,20,1978,12,DM,F,37.0,36.0
638,639,2,20,1978,1,DM,F,35.0,39.0
639,640,2,20,1978,12,DS,F,50.0,133.0
640,641,2,20,1978,15,DM,M,38.0,50.0
641,642,2,20,1978,1,DM,M,36.0,43.0
642,643,2,20,1978,15,DM,F,35.0,40.0
643,644,2,20,1978,18,DM,M,38.0,45.0
644,645,2,20,1978,12,DM,M,38.0,44.0
645,646,2,20,1978,18,NL,M,32.0,228.0
646,647,2,20,1978,1,DS,F,52.0,144.0
647,648,2,20,1978,16,DM,F,37.0,46.0
648,649,2,20,1978,16,DM,M,35.0,48.0
649,650,3,11,1978,2,PF,F,15.0,7.0
650,651,3,11,1978,20,DM,M,38.0,45.0
651,652,3,11,1978,2,PF,M,14.0,8.0
652,653,3,11,1978,22,DS,F,47.0,133.0
653,654,3,11,1978,22,DM,F,37.0,40.0
654,655,3,11,1978,3,NL,M,32.0,232.0
655,656,3,11,1978,9,DS,F,49.0,128.0
656,657,3,11,1978,2,DS,M,54.0,153.0
657,658,3,11,1978,3,OT,F,21.0,22.0
658,659,3,11,1978,20,OT,F,20.0,21.0
659,660,3,11,1978,2,DM,M,37.0,53.0
661,662,3,11,1978,13,PF,F,15.0,8.0
662,663,3,11,1978,2,OT,M,18.0,25.0
663,664,3,11,1978,2,DM,M,35.0,43.0
664,665,3,11,1978,20,DM,F,35.0,43.0
665,666,3,11,1978,13,OL,M,21.0,38.0
666,667,3,11,1978,20,DM,F,35.0,42.0
667,668,3,11,1978,3,OT,M,21.0,26.0
668,669,3,11,1978,9,DS,F,50.0,146.0
669,670,3,11,1978,2,OT,F,20.0,25.0
670,671,3,11,1978,2,PE,M,20.0,28.0
671,672,3,11,1978,3,PF,M,15.0,8.0
673,674,3,11,1978,20,DS,M,49.0,122.0
676,677,3,12,1978,5,DS,M,52.0,137.0
677,678,3,12,1978,4,DS,M,49.0,131.0
678,679,3,12,1978,5,DS,F,49.0,125.0
683,684,3,12,1978,4,DM,M,35.0,43.0
687,688,3,12,1978,4,DS,F,48.0,141.0
688,689,3,12,1978,11,DS,M,53.0,138.0
689,690,3,12,1978,11,DM,M,36.0,43.0
690,691,3,12,1978,4,DS,F,50.0,124.0
693,694,3,12,1978,11,DM,F,37.0,43.0
695,696,3,12,1978,5,DM,F,37.0,45.0
696,697,3,12,1978,11,DM,M,36.0,46.0
698,699,3,12,1978,5,DM,F,36.0,43.0
699,700,3,12,1978,5,DM,M,37.0,49.0
701,702,3,12,1978,5,DM,M,35.0,47.0
707,708,3,12,1978,5,OT,M,20.0,26.0
709,710,3,13,1978,8,DS,M,49.0,152.0
710,711,3,13,1978,18,DM,F,37.0,44.0
711,712,3,13,1978,15,DM,M,36.0,48.0
712,713,3,13,1978,8,OT,M,15.0,29.0
714,715,3,13,1978,18,DM,M,36.0,49.0
715,716,3,13,1978,15,DM,M,35.0,45.0
717,718,3,13,1978,8,DO,M,35.0,57.0
719,720,3,13,1978,8,DS,F,47.0,134.0
720,721,3,13,1978,1,DM,F,37.0,44.0
722,723,3,13,1978,8,OT,F,16.0,35.0
723,724,3,13,1978,15,DM,M,37.0,48.0
728,729,3,13,1978,15,DM,M,36.0,46.0
730,731,4,8,1978,2,DS,F,47.0,110.0
769,770,4,9,1978,4,DM,M,37.0,26.0
770,771,4,9,1978,4,DM,M,35.0,44.0
772,773,4,9,1978,5,DM,M,37.0,48.0
773,774,4,9,1978,5,DM,M,36.0,39.0
774,775,4,9,1978,5,DM,M,37.0,44.0
775,776,4,9,1978,5,DM,M,37.0,45.0
776,777,4,9,1978,8,OT,M,20.0,27.0
777,778,4,9,1978,8,DM,M,36.0,36.0
780,781,4,9,1978,11,DM,F,37.0,45.0
781,782,4,9,1978,11,DM,M,37.0,47.0
782,783,4,9,1978,14,DS,F,47.0,90.0
784,785,4,9,1978,17,DM,M,39.0,49.0
785,786,4,9,1978,11,DS,M,52.0,131.0
786,787,4,9,1978,5,DS,F,50.0,114.0
787,788,4,9,1978,17,DM,M,36.0,42.0
788,789,4,9,1978,8,DS,M,52.0,148.0
789,790,4,9,1978,5,DS,F,50.0,76.0
790,791,4,9,1978,5,DS,M,53.0,141.0
791,792,4,9,1978,17,DM,F,34.0,42.0
792,793,4,9,1978,4,DS,F,49.0,121.0
793,794,4,9,1978,11,DM,M,35.0,44.0
794,795,4,9,1978,17,DO,F,33.0,55.0
795,796,4,9,1978,4,DS,M,50.0,133.0
796,797,4,9,1978,17,DS,M,50.0,142.0
797,798,4,9,1978,8,DS,F,48.0,142.0
798,799,4,9,1978,11,DM,F,36.0,46.0
799,800,4,9,1978,5,DM,F,35.0,50.0
800,801,4,9,1978,14,DS,F,46.0,142.0
802,803,4,9,1978,4,DS,F,48.0,84.0
803,804,4,9,1978,4,DM,M,34.0,42.0
804,805,4,9,1978,17,DS,F,47.0,142.0
805,806,4,9,1978,4,DS,F,47.0,118.0
806,807,4,9,1978,17,DM,F,35.0,43.0
807,808,4,9,1978,11,DS,F,51.0,132.0
808,809,4,9,1978,11,DS,F,47.0,75.0
813,814,4,10,1978,1,DS,M,55.0,168.0
814,815,4,10,1978,1,DM,F,38.0,43.0
815,816,4,10,1978,18,DS,F,46.0,84.0
817,818,4,10,1978,1,DS,F,49.0,87.0
819,820,4,10,1978,18,DM,F,35.0,42.0
820,821,4,10,1978,16,DM,F,34.0,41.0
821,822,4,10,1978,1,DS,F,48.0,140.0
822,823,4,10,1978,18,DM,F,33.0,40.0
823,824,4,10,1978,12,DM,M,38.0,45.0
825,826,4,10,1978,16,OT,M,20.0,18.0
826,827,4,10,1978,15,DM,M,36.0,47.0
828,829,4,10,1978,1,DS,M,48.0,89.0
829,830,4,10,1978,18,DM,M,38.0,51.0
832,833,5,6,1978,2,PF,M,14.0,8.0
833,834,5,6,1978,22,DM,M,38.0,47.0
834,835,5,6,1978,2,DS,M,53.0,149.0
835,836,5,6,1978,9,DS,F,49.0,124.0
836,837,5,6,1978,6,DS,F,48.0,73.0
837,838,5,6,1978,2,DM,M,37.0,48.0
838,839,5,6,1978,9,DS,M,51.0,139.0
839,840,5,6,1978,6,DM,M,37.0,41.0
841,842,5,6,1978,2,DM,F,38.0,41.0
842,843,5,6,1978,22,DS,F,50.0,114.0
843,844,5,6,1978,9,DS,F,46.0,59.0
844,845,5,6,1978,2,NL,M,32.0,204.0
846,847,5,6,1978,20,DM,M,35.0,45.0
847,848,5,6,1978,22,NL,M,32.0,212.0
848,849,5,6,1978,2,DM,M,36.0,43.0
849,850,5,6,1978,22,DS,F,48.0,91.0
850,851,5,6,1978,9,DS,M,46.0,50.0
851,852,5,6,1978,13,DM,M,36.0,44.0
852,853,5,6,1978,9,DS,F,49.0,113.0
853,854,5,6,1978,9,DM,M,36.0,36.0
855,856,5,6,1978,9,DM,F,37.0,50.0
858,859,5,6,1978,21,OT,F,13.0,9.0
860,861,5,17,1978,21,OL,F,19.0,29.0
861,862,5,17,1978,5,DS,M,52.0,137.0
862,863,5,17,1978,5,DS,M,48.0,57.0
864,865,5,17,1978,20,DM,F,37.0,31.0
865,866,5,17,1978,12,DM,F,37.0,41.0
866,867,5,17,1978,6,DM,M,37.0,37.0
867,868,5,17,1978,6,DS,F,50.0,83.0
868,869,5,17,1978,20,NL,F,33.0,174.0
869,870,5,17,1978,22,DS,F,49.0,116.0
871,872,5,17,1978,20,DS,M,52.0,130.0
873,874,5,17,1978,20,DM,M,37.0,40.0
874,875,5,17,1978,5,NL,F,33.0,212.0
875,876,5,17,1978,6,DM,M,36.0,41.0
876,877,5,17,1978,12,DS,F,50.0,83.0
880,881,5,18,1978,18,DM,F,35.0,41.0
881,882,5,18,1978,11,DS,M,52.0,118.0
882,883,5,18,1978,17,PM,F,20.0,22.0
883,884,5,18,1978,18,DS,M,49.0,102.0
884,885,5,18,1978,11,DM,M,36.0,42.0
886,887,5,18,1978,11,DM,F,34.0,29.0
887,888,5,18,1978,17,DM,M,34.0,23.0
888,889,5,18,1978,18,DS,F,50.0,138.0
889,890,5,18,1978,17,DS,M,49.0,131.0
890,891,5,18,1978,17,DM,M,35.0,41.0
891,892,5,18,1978,17,DS,F,50.0,115.0
892,893,5,18,1978,14,DS,F,48.0,121.0
893,894,5,18,1978,17,DM,F,35.0,38.0
894,895,5,18,1978,4,DS,M,50.0,126.0
895,896,5,18,1978,4,DS,F,50.0,120.0
896,897,5,18,1978,11,PP,M,21.0,15.0
897,898,5,18,1978,11,DM,F,35.0,29.0
898,899,5,18,1978,18,DM,F,33.0,43.0
899,900,5,18,1978,15,DM,M,37.0,41.0
900,901,5,18,1978,4,DS,F,48.0,68.0
903,904,5,18,1978,11,DS,F,52.0,97.0
904,905,5,18,1978,17,DM,M,33.0,21.0
905,906,5,18,1978,11,DM,M,34.0,21.0
906,907,5,18,1978,14,DM,F,36.0,44.0
907,908,5,18,1978,17,DO,M,33.0,18.0
908,909,5,18,1978,4,DM,M,36.0,40.0
909,910,5,18,1978,17,DM,F,37.0,41.0
910,911,5,19,1978,9,DS,F,48.0,129.0
912,913,5,19,1978,1,DM,M,37.0,42.0
914,915,5,19,1978,13,OT,F,18.0,24.0
915,916,5,19,1978,8,DS,F,50.0,108.0
916,917,5,19,1978,1,DS,M,52.0,160.0
917,918,5,19,1978,2,OT,F,21.0,30.0
918,919,5,19,1978,8,DO,M,35.0,54.0
919,920,5,19,1978,8,PF,F,15.0,7.0
920,921,5,19,1978,8,DS,F,48.0,125.0
921,922,5,19,1978,1,DS,M,50.0,100.0
922,923,5,19,1978,1,DM,M,34.0,21.0
923,924,5,19,1978,2,DM,M,37.0,49.0
924,925,5,19,1978,9,DM,M,36.0,35.0
925,926,5,19,1978,1,DO,M,35.0,37.0
926,927,5,19,1978,9,DS,F,48.0,64.0
928,929,5,19,1978,1,DS,M,48.0,54.0
929,930,5,19,1978,2,DM,M,36.0,44.0
930,931,5,19,1978,9,DS,F,46.0,90.0
931,932,5,19,1978,1,DM,F,37.0,39.0
932,933,5,19,1978,2,PP,F,20.0,13.0
933,934,5,19,1978,2,DS,F,47.0,114.0
937,938,6,8,1978,20,DM,M,38.0,46.0
938,939,6,8,1978,8,DS,F,51.0,110.0
939,940,6,8,1978,11,DS,M,51.0,119.0
940,941,6,8,1978,17,DM,M,36.0,29.0
941,942,6,8,1978,20,DM,M,32.0,48.0
943,944,6,8,1978,9,DS,F,50.0,124.0
944,945,6,8,1978,12,DS,F,49.0,84.0
945,946,6,8,1978,11,DM,F,36.0,43.0
946,947,6,8,1978,17,DM,F,33.0,43.0
947,948,6,8,1978,9,DM,M,37.0,40.0
948,949,6,8,1978,22,DS,F,49.0,120.0
949,950,6,8,1978,8,DO,F,34.0,55.0
950,951,6,8,1978,17,OL,F,21.0,29.0
951,952,6,8,1978,20,DM,F,34.0,26.0
952,953,6,8,1978,12,DS,F,52.0,115.0
953,954,6,8,1978,22,DM,M,36.0,45.0
954,955,6,8,1978,9,DS,M,47.0,70.0
955,956,6,8,1978,17,DS,F,49.0,123.0
956,957,6,8,1978,12,DM,F,33.0,16.0
957,958,6,8,1978,20,DM,F,36.0,42.0
958,959,6,8,1978,8,DS,F,47.0,125.0
960,961,6,8,1978,8,DO,M,36.0,55.0
961,962,6,8,1978,22,DS,F,47.0,117.0
962,963,6,8,1978,17,DS,M,50.0,133.0
963,964,6,8,1978,9,DM,M,36.0,36.0
965,966,6,8,1978,17,DM,M,35.0,29.0
966,967,6,8,1978,22,DS,F,49.0,99.0
967,968,6,8,1978,22,PF,M,13.0,7.0
968,969,6,8,1978,21,PF,M,15.0,8.0
970,971,6,8,1978,17,NL,F,32.0,135.0
972,973,6,8,1978,9,DS,F,47.0,100.0
973,974,6,8,1978,11,DS,F,49.0,98.0
974,975,6,8,1978,17,DM,F,35.0,43.0
975,976,6,8,1978,8,PF,F,15.0,8.0
976,977,6,8,1978,17,DO,M,34.0,23.0
977,978,6,8,1978,21,OT,M,18.0,12.0
979,980,6,8,1978,20,DS,M,51.0,124.0
980,981,6,8,1978,11,PP,M,21.0,15.0
981,982,6,8,1978,12,DS,F,51.0,84.0
986,987,6,9,1978,6,DM,M,36.0,24.0
988,989,6,9,1978,4,DS,M,50.0,122.0
990,991,6,9,1978,13,PP,M,23.0,17.0
991,992,6,9,1978,14,DM,M,38.0,46.0
992,993,6,9,1978,2,DS,M,54.0,149.0
993,994,6,9,1978,18,DM,F,33.0,23.0
994,995,6,9,1978,2,PF,M,16.0,8.0
995,996,6,9,1978,18,DS,F,48.0,136.0
996,997,6,9,1978,18,DS,M,49.0,102.0
997,998,6,9,1978,14,DS,F,51.0,122.0
998,999,6,9,1978,18,DM,F,34.0,40.0
999,1000,6,9,1978,5,DS,F,46.0,71.0
1000,1001,6,9,1978,18,DM,F,34.0,42.0
1002,1003,6,9,1978,1,DS,M,53.0,160.0
1003,1004,6,9,1978,6,DS,F,50.0,82.0
1004,1005,6,9,1978,5,DS,M,54.0,134.0
1005,1006,6,9,1978,6,DM,M,37.0,38.0
1006,1007,6,9,1978,1,DM,F,37.0,40.0
1007,1008,6,9,1978,18,DM,F,32.0,37.0
1008,1009,6,9,1978,3,OT,F,20.0,29.0
1009,1010,6,9,1978,13,DS,F,47.0,107.0
1010,1011,6,9,1978,1,DS,M,52.0,100.0
1011,1012,6,9,1978,6,DS,M,46.0,32.0
1012,1013,6,9,1978,1,DO,M,35.0,38.0
1013,1014,6,9,1978,6,DS,F,50.0,73.0
1015,1016,6,9,1978,4,DS,F,49.0,119.0
1016,1017,6,9,1978,5,DM,F,36.0,50.0
1017,1018,6,9,1978,2,DM,M,36.0,43.0
1018,1019,6,9,1978,1,DS,F,49.0,59.0
1019,1020,6,9,1978,16,DM,M,38.0,48.0
1020,1021,6,9,1978,1,DS,M,49.0,58.0
1021,1022,6,9,1978,6,DM,M,37.0,41.0
1022,1023,6,9,1978,4,DS,F,49.0,81.0
1023,1024,6,9,1978,4,DS,M,50.0,93.0
1024,1025,6,9,1978,14,DM,M,35.0,28.0
1025,1026,6,9,1978,13,OL,M,22.0,44.0
1026,1027,6,9,1978,13,OT,F,19.0,28.0
1027,1028,6,9,1978,13,DM,F,36.0,24.0
1028,1029,6,9,1978,18,NL,M,32.0,232.0
1030,1031,7,7,1978,9,DS,F,51.0,127.0
1031,1032,7,7,1978,11,PP,M,22.0,16.0
1032,1033,7,7,1978,12,DM,F,38.0,44.0
1033,1034,7,7,1978,17,DM,M,35.0,35.0
1034,1035,7,7,1978,12,DM,M,31.0,17.0
1035,1036,7,7,1978,12,DS,F,51.0,122.0
1036,1037,7,7,1978,11,DS,M,52.0,122.0
1037,1038,7,7,1978,20,DM,F,33.0,32.0
1038,1039,7,7,1978,11,DM,F,37.0,48.0
1039,1040,7,7,1978,12,DS,M,53.0,95.0
1040,1041,7,7,1978,17,DM,M,37.0,45.0
1041,1042,7,7,1978,8,DO,M,35.0,51.0
1042,1043,7,7,1978,17,DM,M,36.0,47.0
1043,1044,7,7,1978,22,DS,F,50.0,119.0
1044,1045,7,7,1978,8,DS,F,49.0,124.0
1045,1046,7,7,1978,12,DS,F,51.0,87.0
1046,1047,7,7,1978,6,DS,F,50.0,85.0
1048,1049,7,7,1978,9,DM,M,37.0,36.0
1049,1050,7,7,1978,22,DS,F,49.0,123.0
1050,1051,7,7,1978,8,DS,F,50.0,111.0
1051,1052,7,7,1978,17,DM,F,33.0,39.0
1052,1053,7,7,1978,12,DM,M,35.0,27.0
1053,1054,7,7,1978,22,DS,F,52.0,105.0
1054,1055,7,7,1978,17,DS,M,51.0,132.0
1055,1056,7,7,1978,17,DM,F,36.0,45.0
1056,1057,7,7,1978,11,DS,F,51.0,96.0
1057,1058,7,7,1978,12,DM,F,35.0,40.0
1058,1059,7,7,1978,17,DS,F,48.0,120.0
1059,1060,7,7,1978,12,DM,M,37.0,43.0
1060,1061,7,7,1978,2,DM,F,38.0,46.0
1061,1062,7,7,1978,2,DM,F,37.0,43.0
1062,1063,7,7,1978,9,DS,F,49.0,86.0
1063,1064,7,7,1978,21,PF,M,16.0,8.0
1064,1065,7,7,1978,9,DM,M,37.0,34.0
1065,1066,7,7,1978,12,DS,M,52.0,106.0
1066,1067,7,7,1978,12,OT,F,19.0,22.0
1067,1068,7,7,1978,17,OL,F,20.0,29.0
1068,1069,7,7,1978,9,DS,F,50.0,98.0
1069,1070,7,7,1978,17,DO,M,35.0,33.0
1074,1075,7,8,1978,13,DM,M,38.0,46.0
1075,1076,7,8,1978,15,PP,F,21.0,12.0
1076,1077,7,8,1978,4,DS,M,50.0,130.0
1077,1078,7,8,1978,15,PP,F,23.0,10.0
1078,1079,7,8,1978,18,DS,M,50.0,106.0
1079,1080,7,8,1978,14,DM,F,36.0,39.0
1080,1081,7,8,1978,14,NL,M,33.0,113.0
1081,1082,7,8,1978,1,DM,F,38.0,45.0
1082,1083,7,8,1978,3,NL,F,34.0,115.0
1083,1084,7,8,1978,4,DM,F,36.0,36.0
1084,1085,7,8,1978,18,DM,M,36.0,24.0
1085,1086,7,8,1978,14,DS,F,51.0,120.0
1086,1087,7,8,1978,3,NL,M,34.0,190.0
1087,1088,7,8,1978,14,PP,M,23.0,10.0
1088,1089,7,8,1978,16,DM,M,38.0,48.0
1089,1090,7,8,1978,18,DM,F,35.0,29.0
1090,1091,7,8,1978,18,DS,F,51.0,131.0
1091,1092,7,8,1978,13,DM,F,36.0,34.0
1092,1093,7,8,1978,1,DS,M,51.0,101.0
1093,1094,7,8,1978,18,DM,F,34.0,37.0
1094,1095,7,8,1978,5,DM,F,36.0,47.0
1095,1096,7,8,1978,5,DS,M,52.0,133.0
1096,1097,7,8,1978,1,DS,M,51.0,63.0
1097,1098,7,8,1978,16,DM,M,36.0,46.0
1098,1099,7,8,1978,4,DS,F,49.0,81.0
1099,1100,7,8,1978,5,DS,M,50.0,71.0
