,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
21324,21325,2,1,1994,2,DM,M,37.0,39.0
21325,21326,2,1,1994,1,DM,M,35.0,39.0
21326,21327,2,1,1994,19,PF,M,16.0,8.0
21327,21328,2,1,1994,1,DM,F,36.0,41.0
21328,21329,2,1,1994,1,DM,F,36.0,42.0
21330,21331,2,1,1994,1,OT,F,20.0,20.0
21332,21333,2,1,1994,12,DM,M,36.0,42.0
21334,21335,2,1,1994,12,DM,F,37.0,33.0
21336,21337,2,1,1994,12,DM,F,36.0,42.0
21337,21338,2,1,1994,1,DM,M,39.0,47.0
21339,21340,2,1,1994,2,OT,M,20.0,36.0
21342,21343,2,2,1994,17,DM,M,36.0,51.0
21343,21344,2,2,1994,4,DM,M,38.0,48.0
21344,21345,2,2,1994,3,NL,M,32.0,165.0
21345,21346,2,2,1994,5,DM,F,39.0,42.0
21346,21347,2,2,1994,16,RM,F,16.0,10.0
21347,21348,2,2,1994,4,DM,F,36.0,42.0
21348,21349,2,2,1994,17,DM,M,37.0,47.0
21349,21350,2,2,1994,8,DO,M,38.0,49.0
21350,21351,2,2,1994,17,DM,M,36.0,49.0
21351,21352,2,2,1994,5,DM,M,35.0,46.0
21353,21354,2,2,1994,4,DM,M,36.0,44.0
21355,21356,2,2,1994,8,DM,M,37.0,47.0
21356,21357,2,2,1994,5,OT,M,20.0,22.0
21358,21359,2,2,1994,5,OL,M,20.0,17.0
21359,21360,2,2,1994,3,SO,F,36.0,44.0
21362,21363,2,2,1994,3,RM,M,17.0,7.0
21363,21364,2,3,1994,15,PF,F,16.0,8.0
21364,21365,2,3,1994,13,OT,M,20.0,26.0
21365,21366,2,3,1994,13,DM,M,35.0,43.0
21366,21367,2,3,1994,9,DM,F,38.0,37.0
21367,21368,2,3,1994,14,DM,M,38.0,43.0
21368,21369,2,3,1994,11,DM,M,38.0,43.0
21371,21372,2,3,1994,14,DM,M,37.0,47.0
21372,21373,2,3,1994,5,OL,M,20.0,19.0
21373,21374,2,3,1994,5,OT,F,20.0,24.0
21374,21375,2,3,1994,14,DM,M,37.0,46.0
21375,21376,2,3,1994,11,DM,F,37.0,43.0
21376,21377,2,3,1994,13,OT,F,21.0,18.0
21377,21378,2,3,1994,14,DM,M,36.0,44.0
21378,21379,2,3,1994,13,OT,M,21.0,18.0
21379,21380,2,3,1994,9,DM,M,37.0,41.0
21383,21384,2,20,1994,17,DM,M,36.0,43.0
21384,21385,2,20,1994,2,DM,M,37.0,40.0
21385,21386,2,20,1994,17,DM,M,39.0,42.0
21386,21387,2,20,1994,17,DM,F,36.0,47.0
21387,21388,2,20,1994,17,DM,M,38.0,49.0
21388,21389,2,20,1994,12,DM,F,38.0,33.0
21389,21390,2,20,1994,18,RM,M,17.0,9.0
21390,21391,2,20,1994,12,DM,F,37.0,40.0
21391,21392,2,20,1994,22,DM,F,37.0,38.0
21392,21393,2,20,1994,17,DM,M,38.0,52.0
21393,21394,2,20,1994,17,DM,F,37.0,43.0
21394,21395,2,20,1994,19,PF,F,16.0,8.0
21395,21396,2,20,1994,12,DM,M,38.0,42.0
21396,21397,2,20,1994,19,PF,F,15.0,8.0
21397,21398,2,20,1994,7,RM,M,17.0,8.0
21398,21399,2,20,1994,17,DM,M,39.0,44.0
21399,21400,2,20,1994,2,OT,M,20.0,27.0
21402,21403,2,21,1994,4,DM,F,36.0,45.0
21403,21404,2,21,1994,11,DM,F,38.0,49.0
21404,21405,2,21,1994,24,RM,M,14.0,11.0
21405,21406,2,21,1994,3,NL,M,35.0,171.0
21406,21407,2,21,1994,20,PF,M,17.0,9.0
21407,21408,2,21,1994,3,NL,M,35.0,170.0
21408,21409,2,21,1994,4,DM,M,38.0,50.0
21409,21410,2,21,1994,11,RM,F,18.0,10.0
21410,21411,2,21,1994,16,DM,M,37.0,49.0
21411,21412,2,21,1994,4,DM,M,34.0,37.0
21412,21413,2,21,1994,21,PF,F,18.0,8.0
21413,21414,2,21,1994,4,DM,F,37.0,39.0
21414,21415,2,21,1994,4,DM,M,35.0,50.0
21415,21416,2,21,1994,3,OT,M,20.0,27.0
21417,21418,2,22,1994,5,DM,M,36.0,46.0
21418,21419,2,22,1994,14,DM,M,39.0,41.0
21420,21421,2,22,1994,5,DM,M,35.0,46.0
21421,21422,2,22,1994,15,PF,F,15.0,8.0
21422,21423,2,22,1994,9,DM,M,37.0,42.0
21423,21424,2,22,1994,14,DM,M,37.0,44.0
21424,21425,2,22,1994,5,DM,F,37.0,42.0
21425,21426,2,22,1994,14,DM,M,39.0,43.0
21427,21428,2,22,1994,14,DM,M,36.0,44.0
21428,21429,2,22,1994,13,OT,M,21.0,21.0
21429,21430,2,22,1994,6,RM,F,18.0,9.0
21430,21431,2,22,1994,8,DM,M,39.0,50.0
21431,21432,2,22,1994,13,DM,M,37.0,43.0
21432,21433,3,11,1994,12,DM,F,36.0,41.0
21434,21435,3,11,1994,2,DM,M,36.0,40.0
21435,21436,3,11,1994,23,RM,F,16.0,12.0
21436,21437,3,11,1994,17,DM,F,35.0,45.0
21437,21438,3,11,1994,23,RM,M,18.0,10.0
21438,21439,3,11,1994,17,DM,M,37.0,52.0
21439,21440,3,11,1994,22,DS,M,47.0,115.0
21440,21441,3,11,1994,12,DM,M,37.0,41.0
21441,21442,3,11,1994,2,DM,M,34.0,45.0
21442,21443,3,11,1994,17,DM,M,37.0,57.0
21443,21444,3,11,1994,12,DM,F,37.0,37.0
21444,21445,3,11,1994,21,PF,F,15.0,9.0
21445,21446,3,11,1994,19,RM,F,16.0,10.0
21446,21447,3,11,1994,17,OT,F,21.0,24.0
21447,21448,3,11,1994,2,DM,M,36.0,47.0
21448,21449,3,11,1994,19,RM,M,16.0,10.0
21449,21450,3,11,1994,17,OT,M,22.0,26.0
21453,21454,3,11,1994,24,RM,M,17.0,10.0
21454,21455,3,12,1994,14,DM,M,38.0,43.0
21456,21457,3,12,1994,9,OT,M,21.0,25.0
21458,21459,3,12,1994,3,RM,F,16.0,9.0
21459,21460,3,12,1994,4,DM,F,38.0,54.0
21460,21461,3,12,1994,4,DM,M,37.0,52.0
21462,21463,3,12,1994,11,DM,F,36.0,45.0
21463,21464,3,12,1994,14,DM,M,37.0,44.0
21464,21465,3,12,1994,11,DM,M,37.0,46.0
21465,21466,3,12,1994,11,DM,M,37.0,44.0
21466,21467,3,12,1994,14,DM,M,36.0,47.0
21467,21468,3,12,1994,11,DM,F,36.0,37.0
21468,21469,3,12,1994,6,PF,M,16.0,7.0
21469,21470,3,12,1994,13,DM,M,36.0,42.0
21470,21471,3,12,1994,5,PF,M,14.0,7.0
21471,21472,3,12,1994,4,DM,F,37.0,47.0
21472,21473,3,12,1994,6,RM,F,16.0,13.0
21473,21474,3,12,1994,11,DM,M,39.0,55.0
21474,21475,3,12,1994,11,DM,F,35.0,44.0
21475,21476,3,12,1994,4,DM,M,36.0,48.0
21476,21477,3,12,1994,11,DM,M,38.0,44.0
21477,21478,3,12,1994,8,DM,M,37.0,49.0
21478,21479,3,12,1994,9,DM,M,38.0,43.0
21479,21480,3,12,1994,8,OT,M,21.0,23.0
21483,21484,4,10,1994,22,DM,M,39.0,47.0
21484,21485,4,10,1994,24,RM,M,16.0,10.0
21485,21486,4,10,1994,19,PP,M,22.0,20.0
21486,21487,4,10,1994,19,PF,F,16.0,6.0
21487,21488,4,10,1994,22,DM,M,39.0,57.0
21488,21489,4,10,1994,22,DS,F,51.0,78.0
21489,21490,4,10,1994,22,DM,M,36.0,51.0
21490,21491,4,10,1994,22,DM,F,37.0,43.0
21491,21492,4,10,1994,2,OT,M,21.0,31.0
21492,21493,4,10,1994,12,DM,F,37.0,41.0
21493,21494,4,10,1994,2,OT,F,20.0,30.0
21494,21495,4,10,1994,22,DS,M,50.0,118.0
21495,21496,4,10,1994,21,PF,F,17.0,8.0
21496,21497,4,10,1994,17,DM,M,36.0,51.0
21497,21498,4,10,1994,22,PP,F,20.0,13.0
21498,21499,4,10,1994,18,RM,M,18.0,11.0
21499,21500,4,10,1994,17,DM,F,35.0,45.0
21500,21501,4,10,1994,12,DM,F,37.0,37.0
21501,21502,4,10,1994,2,DM,M,39.0,41.0
21502,21503,4,10,1994,19,PF,M,16.0,6.0
21504,21505,4,10,1994,2,DM,M,35.0,52.0
21505,21506,4,10,1994,1,DM,M,38.0,42.0
21507,21508,4,10,1994,17,DM,M,35.0,31.0
21508,21509,4,10,1994,12,OT,M,20.0,24.0
21509,21510,4,10,1994,2,PP,M,22.0,18.0
21510,21511,4,10,1994,1,DM,M,36.0,44.0
21511,21512,4,10,1994,19,PF,M,17.0,10.0
21513,21514,4,10,1994,1,DM,M,38.0,49.0
21514,21515,4,10,1994,19,PF,M,14.0,8.0
21515,21516,4,10,1994,7,PP,F,22.0,18.0
21518,21519,4,11,1994,9,DM,F,36.0,43.0
21519,21520,4,11,1994,4,DM,F,37.0,49.0
21520,21521,4,11,1994,6,PF,M,17.0,7.0
21521,21522,4,11,1994,3,RM,M,16.0,9.0
21522,21523,4,11,1994,14,DM,M,37.0,46.0
21523,21524,4,11,1994,3,RM,F,17.0,11.0
21524,21525,4,11,1994,8,DO,M,36.0,51.0
21525,21526,4,11,1994,3,PP,M,21.0,19.0
21526,21527,4,11,1994,3,NL,M,34.0,180.0
21527,21528,4,11,1994,14,DM,M,36.0,41.0
21528,21529,4,11,1994,4,DM,F,37.0,41.0
21529,21530,4,11,1994,11,DM,M,38.0,43.0
21530,21531,4,11,1994,11,DM,M,38.0,46.0
21531,21532,4,11,1994,13,DM,M,36.0,44.0
21532,21533,4,11,1994,11,DM,M,39.0,45.0
21533,21534,4,11,1994,8,DM,M,37.0,44.0
21534,21535,4,11,1994,13,OT,M,22.0,22.0
21535,21536,4,11,1994,11,DM,M,37.0,44.0
21536,21537,4,11,1994,11,DM,F,37.0,50.0
21537,21538,4,11,1994,14,DM,M,36.0,47.0
21538,21539,4,11,1994,6,PP,M,22.0,16.0
21539,21540,4,11,1994,11,DM,F,36.0,45.0
21540,21541,4,11,1994,8,DO,F,38.0,49.0
21541,21542,4,11,1994,4,DM,M,36.0,23.0
21543,21544,4,11,1994,8,DM,M,38.0,51.0
21544,21545,4,11,1994,11,DM,M,39.0,52.0
21545,21546,4,11,1994,15,RM,M,16.0,8.0
21546,21547,4,11,1994,9,DM,M,38.0,46.0
21547,21548,4,11,1994,16,PP,M,21.0,20.0
21548,21549,4,11,1994,4,DM,F,34.0,24.0
21549,21550,4,11,1994,11,DM,F,37.0,35.0
21550,21551,4,11,1994,9,DM,M,37.0,43.0
21551,21552,4,11,1994,11,DM,M,32.0,43.0
21552,21553,4,11,1994,10,RM,F,16.0,10.0
21554,21555,5,18,1994,2,DM,M,36.0,44.0
21556,21557,5,18,1994,24,SO,M,28.0,86.0
21558,21559,5,18,1994,19,PF,M,16.0,8.0
