,record_id,month,day,year,plot,species,sex,wgt
20574,20575,1,23,1993,1,DO,,
20575,20576,1,24,1993,21,PF,M,9.0
20576,20577,1,24,1993,18,PF,F,9.0
20577,20578,1,24,1993,12,RM,M,11.0
20578,20579,1,24,1993,20,RM,F,8.0
20579,20580,1,24,1993,21,RM,F,9.0
20580,20581,1,24,1993,12,,M,170.0
20581,20582,1,24,1993,17,DM,M,53.0
20582,20583,1,24,1993,24,PE,M,22.0
20583,20584,1,24,1993,12,,M,233.0
20584,20585,1,24,1993,24,RM,M,12.0
20585,20586,1,24,1993,17,AH,,
20586,20587,1,24,1993,12,DM,F,46.0
20587,20588,1,24,1993,12,AS,,
20588,20589,1,24,1993,18,RM,F,11.0
20589,20590,1,24,1993,19,RM,M,9.0
20590,20591,1,24,1993,7,RM,M,9.0
20591,20592,1,24,1993,12,DM,M,38.0
20592,20593,1,24,1993,1,DO,F,53.0
20593,20594,1,24,1993,19,RM,M,11.0
20594,20595,1,24,1993,19,OL,F,22.0
20595,20596,1,24,1993,18,PF,F,8.0
20596,20597,1,24,1993,23,AH,,
20597,20598,1,24,1993,17,DM,M,40.0
20598,20599,1,24,1993,18,RM,M,10.0
20599,20600,1,24,1993,17,DM,M,54.0
20600,20601,1,24,1993,2,RM,M,
20601,20602,1,24,1993,2,RM,F,11.0
20602,20603,1,24,1993,17,DM,M,48.0
20603,20604,1,24,1993,17,DM,M,
20604,20605,1,24,1993,7,RM,F,12.0
20605,20606,1,24,1993,17,OL,F,28.0
20606,20607,1,24,1993,2,PE,M,23.0
20607,20608,1,24,1993,17,DM,F,48.0
20608,20609,1,24,1993,22,DS,F,127.0
20609,20610,1,25,1993,11,DM,M,47.0
20610,20611,1,25,1993,3,OL,F,24.0
20611,20612,1,25,1993,13,PC,,
20612,20613,1,25,1993,6,DO,M,44.0
20613,20614,1,25,1993,8,DO,M,57.0
20614,20615,1,25,1993,9,DM,F,36.0
20615,20616,1,25,1993,5,OT,M,24.0
20616,20617,1,25,1993,16,RM,F,11.0
20617,20618,1,25,1993,14,DS,M,129.0
20618,20619,1,25,1993,9,DM,F,41.0
20619,20620,1,25,1993,14,DM,M,44.0
20620,20621,1,25,1993,10,RM,,
20621,20622,1,25,1993,14,DM,M,46.0
20622,20623,1,25,1993,3,RM,M,9.0
20623,20624,1,25,1993,14,DM,F,44.0
20624,20625,1,25,1993,5,DX,,
20625,20626,1,25,1993,13,DM,F,42.0
20626,20627,1,25,1993,6,RM,F,9.0
20627,20628,1,25,1993,9,DM,M,46.0
20628,20629,1,25,1993,11,DM,F,46.0
20629,20630,1,25,1993,4,,,
20630,20631,1,25,1993,15,,,
20631,20632,2,19,1993,22,RM,M,9.0
20632,20633,2,19,1993,19,PF,M,9.0
20633,20634,2,19,1993,23,RM,M,10.0
20634,20635,2,19,1993,17,DM,M,51.0
20635,20636,2,19,1993,19,RM,M,11.0
20636,20637,2,19,1993,22,PF,M,8.0
20637,20638,2,19,1993,18,RM,M,11.0
20638,20639,2,19,1993,21,RM,F,9.0
20639,20640,2,19,1993,19,PP,M,17.0
20640,20641,2,19,1993,19,OL,F,24.0
20641,20642,2,19,1993,24,RM,M,12.0
20642,20643,2,19,1993,1,RM,M,13.0
20643,20644,2,19,1993,12,DM,M,39.0
20644,20645,2,19,1993,17,DM,M,50.0
20645,20646,2,19,1993,18,RM,F,11.0
20646,20647,2,19,1993,19,OL,M,27.0
20647,20648,2,19,1993,7,RM,F,11.0
20648,20649,2,19,1993,12,PP,M,16.0
20649,20650,2,19,1993,17,OL,F,26.0
20650,20651,2,19,1993,17,DM,F,46.0
20651,20652,2,19,1993,22,PF,F,7.0
20652,20653,2,19,1993,2,RM,M,10.0
20653,20654,2,19,1993,17,OX,,
20654,20655,2,19,1993,21,RM,M,10.0
20655,20656,2,19,1993,18,RM,F,10.0
20656,20657,2,19,1993,17,DM,F,40.0
20657,20658,2,19,1993,17,DM,M,51.0
20658,20659,2,19,1993,22,RM,F,
20659,20660,2,19,1993,12,DM,F,
20660,20661,2,19,1993,7,RM,F,12.0
20661,20662,2,19,1993,20,,,
20662,20663,2,26,1993,13,AH,,
20663,20664,2,26,1993,13,AB,,
20664,20665,2,26,1993,4,DM,M,51.0
20665,20666,2,26,1993,8,DO,F,50.0
20666,20667,2,26,1993,6,DO,M,47.0
20667,20668,2,26,1993,10,RM,F,12.0
20668,20669,2,26,1993,4,PF,M,8.0
20669,20670,2,26,1993,3,RM,M,10.0
20670,20671,2,26,1993,8,DM,M,46.0
20671,20672,2,26,1993,14,DM,M,47.0
20672,20673,2,26,1993,10,RM,F,10.0
20673,20674,2,26,1993,14,DS,M,120.0
20674,20675,2,26,1993,3,OL,F,24.0
20675,20676,2,26,1993,3,RM,M,12.0
20676,20677,2,26,1993,11,DM,F,46.0
20677,20678,2,26,1993,4,DM,F,41.0
20678,20679,2,26,1993,11,DM,M,42.0
20679,20680,2,26,1993,6,RM,M,12.0
20680,20681,2,26,1993,9,DM,F,50.0
20681,20682,2,26,1993,6,RM,M,10.0
20682,20683,2,26,1993,5,OT,M,25.0
20683,20684,2,26,1993,16,RM,F,13.0
20684,20685,2,26,1993,9,DM,F,47.0
20685,20686,2,26,1993,5,OT,F,25.0
20686,20687,2,26,1993,6,RM,F,12.0
20687,20688,2,26,1993,3,SF,F,61.0
20688,20689,2,26,1993,13,RM,M,10.0
20689,20690,2,26,1993,15,,,
20690,20691,3,17,1993,1,DM,M,45.0
20691,20692,3,17,1993,20,RM,M,10.0
20692,20693,3,17,1993,7,RM,M,10.0
20693,20694,3,17,1993,1,DM,M,47.0
20694,20695,3,17,1993,22,DM,F,44.0
20695,20696,3,17,1993,12,PE,M,13.0
20696,20697,3,17,1993,12,DM,F,42.0
20697,20698,3,17,1993,7,RM,M,9.0
20698,20699,3,17,1993,1,DM,F,47.0
20699,20700,3,17,1993,20,PP,M,15.0
20700,20701,3,17,1993,1,DM,M,44.0
20701,20702,3,17,1993,17,DM,M,50.0
20702,20703,3,17,1993,17,DM,M,51.0
20703,20704,3,17,1993,18,PF,F,8.0
20704,20705,3,17,1993,19,PP,M,20.0
20705,20706,3,17,1993,2,DO,M,57.0
20706,20707,3,17,1993,12,DM,M,51.0
20707,20708,3,17,1993,18,PF,M,10.0
20708,20709,3,17,1993,21,PF,M,11.0
20709,20710,3,17,1993,17,DM,M,52.0
20710,20711,3,17,1993,12,DM,M,44.0
20711,20712,3,17,1993,12,PP,M,
20712,20713,3,17,1993,17,PP,M,22.0
20713,20714,3,17,1993,12,DM,M,47.0
20714,20715,3,17,1993,22,DS,F,130.0
20715,20716,3,17,1993,1,DM,M,51.0
20716,20717,3,17,1993,17,DM,F,47.0
20717,20718,3,17,1993,22,PF,F,10.0
20718,20719,3,17,1993,2,RM,M,10.0
20719,20720,3,17,1993,18,PF,F,9.0
20720,20721,3,17,1993,12,OL,,
20721,20722,3,17,1993,12,DM,M,42.0
20722,20723,3,17,1993,20,ST,,
20723,20724,3,17,1993,1,DO,F,52.0
