,record_id,month,day,year,plot,species,sex,wgt
21992,21993,1,11,1995,18,PF,F,7.0
21993,21994,1,11,1995,12,DO,M,47.0
21994,21995,1,11,1995,2,DO,M,51.0
21995,21996,1,11,1995,21,PF,F,7.0
21996,21997,1,11,1995,24,RM,M,10.0
21997,21998,1,11,1995,1,DM,M,46.0
21998,21999,1,11,1995,19,PF,F,8.0
21999,22000,1,11,1995,1,DM,F,45.0
22000,22001,1,11,1995,2,DO,M,41.0
22001,22002,1,11,1995,18,PF,F,8.0
22002,22003,1,11,1995,2,DM,M,41.0
22003,22004,1,11,1995,12,DM,F,37.0
22004,22005,1,11,1995,1,DM,M,49.0
22005,22006,1,11,1995,22,DM,F,39.0
22006,22007,1,11,1995,22,DM,F,33.0
22007,22008,1,11,1995,2,DO,M,52.0
22008,22009,1,11,1995,1,DM,M,44.0
22009,22010,1,11,1995,19,PF,M,9.0
22010,22011,1,11,1995,12,DM,F,41.0
22011,22012,1,11,1995,20,,,
22012,22013,1,11,1995,23,,,
22013,22014,1,11,1995,7,,,
22014,22015,1,12,1995,14,DM,M,47.0
22015,22016,1,12,1995,11,DM,M,47.0
22016,22017,1,12,1995,15,RM,F,9.0
22017,22018,1,12,1995,4,DM,F,39.0
22018,22019,1,12,1995,13,OL,M,24.0
22019,22020,1,12,1995,17,DM,M,44.0
22020,22021,1,12,1995,4,DM,M,43.0
22021,22022,1,12,1995,17,DM,M,54.0
22022,22023,1,12,1995,13,DM,F,34.0
22023,22024,1,12,1995,15,PC,,
22024,22025,1,12,1995,5,OL,F,19.0
22025,22026,1,12,1995,14,DM,M,51.0
22026,22027,1,12,1995,13,DM,M,47.0
22027,22028,1,12,1995,11,DM,M,48.0
22028,22029,1,12,1995,11,DM,F,41.0
22029,22030,1,12,1995,3,,,
22030,22031,1,12,1995,6,,,
22031,22032,1,12,1995,16,,,
22032,22033,1,13,1995,8,DO,M,51.0
22033,22034,1,13,1995,8,DO,F,48.0
22034,22035,1,13,1995,9,DM,M,44.0
22035,22036,1,13,1995,9,DM,F,37.0
22036,22037,1,13,1995,8,DM,F,42.0
22037,22038,1,13,1995,8,DM,M,47.0
22038,22039,1,13,1995,9,DM,M,43.0
22039,22040,1,13,1995,10,,,
22040,22041,2,4,1995,20,AB,,
22041,22042,2,4,1995,2,DM,F,45.0
22042,22043,2,4,1995,17,DM,M,48.0
22043,22044,2,4,1995,2,DM,M,46.0
22044,22045,2,4,1995,23,AB,,
22045,22046,2,4,1995,24,RM,F,10.0
22046,22047,2,4,1995,1,DO,M,33.0
22047,22048,2,4,1995,1,DM,F,40.0
22048,22049,2,4,1995,2,DO,M,51.0
22049,22050,2,4,1995,8,DO,F,61.0
22050,22051,2,4,1995,12,DM,F,46.0
22051,22052,2,4,1995,19,PF,F,9.0
22052,22053,2,4,1995,18,PF,F,9.0
22053,22054,2,4,1995,12,AH,,
22054,22055,2,4,1995,1,OL,F,25.0
22055,22056,2,4,1995,22,DM,F,
22056,22057,2,4,1995,20,RM,F,11.0
22057,22058,2,4,1995,18,RM,F,12.0
22058,22059,2,4,1995,12,AH,,
22059,22060,2,4,1995,8,DO,M,
22060,22061,2,4,1995,22,DM,F,36.0
22061,22062,2,4,1995,2,DO,M,52.0
22062,22063,2,4,1995,1,DM,F,53.0
22063,22064,2,4,1995,20,AB,,
22064,22065,2,4,1995,17,DM,M,
22065,22066,2,4,1995,8,DM,M,48.0
22066,22067,2,4,1995,8,DM,M,48.0
22067,22068,2,4,1995,20,PF,M,9.0
22068,22069,2,4,1995,2,DO,M,62.0
22069,22070,2,4,1995,1,DM,M,45.0
22070,22071,2,4,1995,8,DM,M,49.0
22071,22072,2,4,1995,1,DM,M,46.0
22072,22073,2,4,1995,8,DM,F,45.0
22073,22074,2,4,1995,8,DM,M,45.0
22074,22075,2,4,1995,23,PU,,
22075,22076,2,4,1995,12,DM,F,43.0
22076,22077,2,4,1995,21,,,
22077,22078,2,5,1995,4,DM,M,44.0
22078,22079,2,5,1995,14,DM,M,48.0
22079,22080,2,5,1995,15,AH,,
22080,22081,2,5,1995,14,DM,M,52.0
22081,22082,2,5,1995,3,DM,F,41.0
22082,22083,2,5,1995,15,AH,,
22083,22084,2,5,1995,4,DM,M,49.0
22084,22085,2,5,1995,6,PF,F,9.0
22085,22086,2,5,1995,11,DM,M,50.0
22086,22087,2,5,1995,7,RM,M,8.0
22087,22088,2,5,1995,15,RM,F,13.0
22088,22089,2,5,1995,7,PE,M,20.0
22089,22090,2,5,1995,9,DM,M,43.0
22090,22091,2,5,1995,13,DM,M,54.0
22091,22092,2,5,1995,6,RM,M,10.0
22092,22093,2,5,1995,9,DM,M,47.0
22093,22094,2,5,1995,4,DM,M,47.0
22094,22095,2,5,1995,14,AH,,
22095,22096,2,5,1995,14,DM,F,45.0
22096,22097,2,5,1995,5,OL,F,20.0
22097,22098,2,5,1995,9,DM,M,45.0
22098,22099,2,5,1995,15,AH,,
22099,22100,2,5,1995,9,DM,F,39.0
22100,22101,2,5,1995,9,DM,F,41.0
22101,22102,2,5,1995,4,DM,F,43.0
22102,22103,2,5,1995,10,,,
22103,22104,2,5,1995,16,,,
22104,22105,3,4,1995,2,DM,F,49.0
22105,22106,3,4,1995,24,RM,M,12.0
22106,22107,3,4,1995,1,DO,M,39.0
22107,22108,3,4,1995,2,OL,M,24.0
22108,22109,3,4,1995,2,DM,M,46.0
22109,22110,3,4,1995,18,RM,F,18.0
22110,22111,3,4,1995,7,AB,,
22111,22112,3,4,1995,1,DM,F,43.0
22112,22113,3,4,1995,18,PF,F,9.0
22113,22114,3,4,1995,17,DM,F,47.0
22114,22115,3,4,1995,12,DM,F,40.0
22115,22116,3,4,1995,17,DM,M,57.0
22116,22117,3,4,1995,12,DM,F,45.0
22117,22118,3,4,1995,17,DM,M,47.0
22118,22119,3,4,1995,12,DM,F,23.0
22119,22120,3,4,1995,2,DO,M,54.0
22120,22121,3,4,1995,1,PF,M,7.0
22121,22122,3,4,1995,1,DM,F,22.0
22122,22123,3,4,1995,12,DM,M,24.0
22123,22124,3,4,1995,7,RM,M,10.0
22124,22125,3,4,1995,18,PF,F,10.0
22125,22126,3,4,1995,1,DM,M,48.0
22126,22127,3,4,1995,21,PF,F,8.0
22127,22128,3,4,1995,3,,,
22128,22129,3,4,1995,19,,,
22129,22130,3,4,1995,20,,,
22130,22131,3,4,1995,22,,,
22131,22132,3,4,1995,23,,,
22132,22133,3,5,1995,8,DO,F,27.0
22133,22134,3,5,1995,9,DM,F,46.0
22134,22135,3,5,1995,4,DM,M,50.0
22135,22136,3,5,1995,8,DO,M,26.0
22136,22137,3,5,1995,9,DO,M,50.0
22137,22138,3,5,1995,6,PF,F,9.0
22138,22139,3,5,1995,10,RM,F,16.0
22139,22140,3,5,1995,3,DM,F,42.0
22140,22141,3,5,1995,11,DM,F,36.0
22141,22142,3,5,1995,4,PF,F,5.0
22142,22143,3,5,1995,4,DM,F,45.0
22143,22144,3,5,1995,11,DM,M,
22144,22145,3,5,1995,14,DM,M,51.0
22145,22146,3,5,1995,4,DM,M,42.0
22146,22147,3,5,1995,13,PM,M,49.0
22147,22148,3,5,1995,5,SS,,
22148,22149,3,5,1995,11,RM,F,14.0
22149,22150,3,5,1995,14,DM,F,35.0
22150,22151,3,5,1995,8,DO,F,53.0
22151,22152,3,5,1995,11,DM,M,47.0
22152,22153,3,5,1995,15,RM,F,16.0
22153,22154,3,5,1995,13,OL,F,24.0
22154,22155,3,5,1995,8,DM,M,49.0
22155,22156,3,5,1995,13,DM,F,53.0
22156,22157,3,5,1995,6,PP,M,16.0
22157,22158,3,5,1995,16,RM,F,13.0
22158,22159,3,5,1995,8,DM,F,39.0
22159,22160,3,5,1995,4,DM,F,40.0
22160,22161,3,5,1995,11,DM,F,
22161,22162,3,5,1995,8,DM,F,46.0
22162,22163,3,5,1995,8,DM,M,45.0
22163,22164,4,1,1995,1,DM,M,48.0
22164,22165,4,1,1995,20,PP,M,
22165,22166,4,1,1995,20,RM,F,16.0
22166,22167,4,1,1995,1,DM,M,45.0
22167,22168,4,1,1995,2,DM,M,48.0
22168,22169,4,1,1995,2,DO,F,46.0
22169,22170,4,1,1995,18,PF,F,9.0
22170,22171,4,1,1995,17,DM,M,53.0
22171,22172,4,1,1995,1,DM,F,50.0
22172,22173,4,1,1995,12,DM,M,32.0
22173,22174,4,1,1995,18,PF,F,9.0
22174,22175,4,1,1995,19,PF,F,10.0
22175,22176,4,1,1995,20,PF,M,9.0
22176,22177,4,1,1995,12,RM,M,9.0
22177,22178,4,1,1995,17,DM,F,10.0
22178,22179,4,1,1995,12,DM,F,43.0
22179,22180,4,1,1995,1,DO,M,48.0
22180,22181,4,1,1995,7,RM,F,21.0
22181,22182,4,1,1995,12,DM,F,43.0
22182,22183,4,1,1995,17,PF,F,7.0
22183,22184,4,1,1995,17,DM,M,55.0
22184,22185,4,1,1995,17,DM,M,49.0
22185,22186,4,1,1995,20,PF,F,8.0
22186,22187,4,1,1995,17,DM,M,56.0
