,record_id,month,day,year,plot,species,sex,wgt
23214,23215,1,27,1996,21,PF,F,7.0
23215,23216,1,27,1996,1,DM,M,27.0
23216,23217,1,27,1996,17,DM,M,25.0
23217,23218,1,27,1996,17,DM,M,25.0
23218,23219,1,27,1996,24,PL,F,21.0
23219,23220,1,27,1996,2,DM,F,47.0
23220,23221,1,27,1996,18,PF,F,9.0
23221,23222,1,27,1996,1,DM,M,27.0
23222,23223,1,27,1996,2,DO,M,66.0
23223,23224,1,27,1996,17,DM,F,49.0
23224,23225,1,27,1996,2,DM,M,54.0
23225,23226,1,27,1996,1,PB,F,38.0
23226,23227,1,27,1996,12,DM,F,51.0
23227,23228,1,27,1996,21,PP,F,16.0
23228,23229,1,27,1996,18,PF,F,9.0
23229,23230,1,27,1996,17,DM,M,51.0
23230,23231,1,27,1996,22,DM,F,43.0
23231,23232,1,27,1996,1,PB,F,
23232,23233,1,27,1996,12,DM,F,44.0
23233,23234,1,27,1996,2,DM,F,45.0
23234,23235,1,27,1996,17,DM,M,42.0
23235,23236,1,27,1996,1,DO,M,42.0
23236,23237,1,27,1996,2,DM,M,46.0
23237,23238,1,27,1996,22,DM,M,56.0
23238,23239,1,27,1996,2,PB,M,46.0
23239,23240,1,27,1996,20,PF,M,6.0
23240,23241,1,27,1996,24,PE,F,23.0
23241,23242,1,27,1996,2,DO,M,54.0
23242,23243,1,27,1996,2,DM,M,49.0
23243,23244,1,27,1996,24,RM,M,10.0
23244,23245,1,27,1996,12,DM,M,56.0
23245,23246,1,27,1996,21,PM,F,31.0
23246,23247,1,27,1996,1,DO,M,54.0
23247,23248,1,27,1996,19,PP,M,16.0
23248,23249,1,27,1996,1,DO,M,48.0
23249,23250,1,27,1996,21,PF,M,6.0
23250,23251,1,27,1996,17,PF,M,10.0
23251,23252,1,27,1996,12,DM,F,40.0
23252,23253,1,27,1996,17,DM,M,58.0
23253,23254,1,27,1996,23,PL,F,24.0
23254,23255,1,27,1996,1,DO,F,53.0
23255,23256,1,27,1996,7,RM,M,17.0
23256,23257,1,27,1996,2,DM,M,50.0
23257,23258,1,27,1996,2,PE,M,25.0
23258,23259,1,27,1996,12,DM,M,47.0
23259,23260,1,27,1996,2,PE,F,25.0
23260,23261,1,27,1996,20,PF,M,9.0
23261,23262,1,27,1996,1,OT,M,25.0
23262,23263,1,27,1996,22,DM,M,44.0
23263,23264,1,27,1996,17,DM,M,55.0
23264,23265,1,28,1996,3,DO,M,64.0
23265,23266,1,28,1996,4,PF,M,9.0
23266,23267,1,28,1996,3,PE,M,19.0
23267,23268,1,28,1996,11,DO,F,52.0
23268,23269,1,28,1996,13,PP,M,17.0
23269,23270,1,28,1996,15,DM,F,37.0
23270,23271,1,28,1996,13,PF,F,7.0
23271,23272,1,28,1996,14,DM,M,53.0
23272,23273,1,28,1996,3,DO,F,52.0
23273,23274,1,28,1996,13,AH,,
23274,23275,1,28,1996,5,AH,,
23275,23276,1,28,1996,4,PF,M,9.0
23276,23277,1,28,1996,11,DM,M,54.0
23277,23278,1,28,1996,8,DO,M,60.0
23278,23279,1,28,1996,13,PF,F,11.0
23279,23280,1,28,1996,15,PF,F,9.0
23280,23281,1,28,1996,4,DM,M,55.0
23281,23282,1,28,1996,14,DM,F,50.0
23282,23283,1,28,1996,3,PF,M,5.0
23283,23284,1,28,1996,9,PF,F,8.0
23284,23285,1,28,1996,13,PF,F,9.0
23285,23286,1,28,1996,4,PF,F,9.0
23286,23287,1,28,1996,3,PP,F,18.0
23287,23288,1,28,1996,15,RM,M,10.0
23288,23289,1,28,1996,15,PF,M,11.0
23289,23290,1,28,1996,5,PF,M,9.0
23290,23291,1,28,1996,3,PF,M,9.0
23291,23292,1,28,1996,8,DO,M,44.0
23292,23293,1,28,1996,5,DO,F,50.0
23293,23294,1,28,1996,3,PF,F,9.0
23294,23295,1,28,1996,4,DM,M,46.0
23295,23296,1,28,1996,5,DM,M,36.0
23296,23297,1,28,1996,4,AH,,
23297,23298,1,28,1996,6,DO,M,44.0
23298,23299,1,28,1996,14,DM,M,46.0
23299,23300,1,28,1996,4,DM,F,52.0
23300,23301,1,28,1996,8,DM,M,37.0
23301,23302,1,28,1996,4,DM,M,54.0
23302,23303,1,28,1996,4,DM,M,36.0
23303,23304,1,28,1996,11,RM,M,12.0
23304,23305,1,28,1996,14,DM,F,54.0
23305,23306,1,28,1996,5,DM,F,62.0
23306,23307,1,28,1996,13,DM,M,60.0
23307,23308,1,28,1996,14,DM,M,54.0
23308,23309,1,28,1996,9,DM,F,29.0
23309,23310,1,28,1996,4,DM,F,62.0
23310,23311,1,28,1996,14,DM,M,52.0
23311,23312,1,28,1996,5,DO,F,44.0
23312,23313,1,28,1996,8,OL,M,30.0
23313,23314,1,28,1996,8,DO,M,55.0
23314,23315,1,28,1996,9,DO,M,48.0
23315,23316,1,28,1996,8,DO,F,51.0
23316,23317,1,28,1996,6,PF,M,7.0
23317,23318,1,28,1996,9,DM,M,30.0
23318,23319,1,28,1996,9,DM,M,45.0
23319,23320,1,28,1996,9,DM,M,52.0
23320,23321,1,28,1996,8,DM,M,53.0
23321,23322,1,28,1996,14,DM,M,48.0
23322,23323,1,28,1996,16,DM,M,45.0
23323,23324,1,28,1996,9,DM,F,44.0
23324,23325,1,28,1996,13,DM,M,53.0
23325,23326,1,28,1996,5,PP,M,15.0
23326,23327,1,28,1996,11,DM,F,36.0
23327,23328,1,28,1996,9,DM,M,56.0
23328,23329,1,28,1996,14,DM,M,53.0
23329,23330,1,28,1996,6,PF,F,7.0
23330,23331,1,28,1996,8,DM,F,51.0
23331,23332,1,28,1996,5,DO,F,34.0
23332,23333,1,28,1996,3,DO,F,49.0
23333,23334,1,28,1996,9,PF,M,7.0
