,record_id,month,day,year,plot,species,sex,wgt
29023,29024,1,16,1999,1,DM,F,41.0
29024,29025,1,16,1999,1,DM,F,52.0
29025,29026,1,16,1999,1,DM,M,52.0
29026,29027,1,16,1999,1,DO,M,55.0
29027,29028,1,16,1999,1,DO,F,53.0
29028,29029,1,16,1999,2,DO,M,50.0
29029,29030,1,16,1999,2,OT,M,22.0
29030,29031,1,16,1999,2,OT,M,26.0
29031,29032,1,16,1999,2,DO,F,46.0
29032,29033,1,16,1999,2,DO,F,51.0
29033,29034,1,16,1999,2,OT,F,25.0
29034,29035,1,16,1999,2,PE,M,18.0
29035,29036,1,16,1999,2,DM,M,44.0
29036,29037,1,16,1999,2,DM,M,47.0
29037,29038,1,16,1999,2,DS,F,136.0
29038,29039,1,16,1999,2,,F,162.0
29039,29040,1,16,1999,12,RM,M,11.0
29040,29041,1,16,1999,12,DM,F,41.0
29041,29042,1,16,1999,12,OT,M,27.0
29042,29043,1,16,1999,12,DM,F,46.0
29043,29044,1,16,1999,12,DM,M,38.0
29044,29045,1,16,1999,12,DO,M,61.0
29045,29046,1,16,1999,12,DM,F,41.0
29046,29047,1,16,1999,12,DM,M,46.0
29047,29048,1,16,1999,12,DM,M,41.0
29048,29049,1,16,1999,12,DM,M,39.0
29049,29050,1,16,1999,12,PB,F,27.0
29050,29051,1,16,1999,19,PB,F,30.0
29051,29052,1,16,1999,19,PB,F,29.0
29052,29053,1,16,1999,19,PB,F,34.0
29053,29054,1,16,1999,19,PB,F,32.0
29054,29055,1,16,1999,19,PM,M,29.0
29055,29056,1,16,1999,19,PB,F,33.0
29056,29057,1,16,1999,18,OT,F,25.0
29057,29058,1,16,1999,18,PB,F,22.0
29058,29059,1,16,1999,18,PM,F,20.0
29059,29060,1,16,1999,18,OT,M,24.0
29060,29061,1,16,1999,17,DM,F,40.0
29061,29062,1,16,1999,17,DO,M,57.0
29062,29063,1,16,1999,17,DM,M,46.0
29063,29064,1,16,1999,17,DM,F,46.0
29064,29065,1,16,1999,17,DM,F,46.0
29065,29066,1,16,1999,17,DM,F,39.0
29066,29067,1,16,1999,17,DM,M,41.0
29067,29068,1,16,1999,17,DM,M,44.0
29068,29069,1,16,1999,17,DM,M,36.0
29069,29070,1,16,1999,17,DM,F,42.0
29070,29071,1,16,1999,17,,M,212.0
29071,29072,1,16,1999,22,DM,M,40.0
29072,29073,1,16,1999,22,DM,M,48.0
29073,29074,1,16,1999,22,OT,M,25.0
29074,29075,1,16,1999,22,PB,F,29.0
29075,29076,1,16,1999,22,OT,F,20.0
29076,29077,1,16,1999,22,DM,F,46.0
29077,29078,1,16,1999,22,PB,F,31.0
29078,29079,1,16,1999,22,OT,M,27.0
29079,29080,1,16,1999,21,PB,F,30.0
29080,29081,1,16,1999,21,PB,F,31.0
29081,29082,1,16,1999,21,PB,F,33.0
29082,29083,1,16,1999,21,RM,M,8.0
29083,29084,1,16,1999,21,PB,F,33.0
29084,29085,1,16,1999,20,OT,F,21.0
29085,29086,1,16,1999,20,RM,M,9.0
29086,29087,1,16,1999,20,OT,M,21.0
29087,29088,1,16,1999,20,PM,F,25.0
29088,29089,1,16,1999,24,PP,M,15.0
29089,29090,1,16,1999,23,RM,M,9.0
29090,29091,1,17,1999,3,PB,F,32.0
29091,29092,1,17,1999,3,PB,M,29.0
29092,29093,1,17,1999,3,RM,M,13.0
29093,29094,1,17,1999,3,OT,M,27.0
29094,29095,1,17,1999,3,PB,F,29.0
29095,29096,1,17,1999,3,PB,M,43.0
29096,29097,1,17,1999,3,PB,F,35.0
29097,29098,1,17,1999,4,DM,F,45.0
29098,29099,1,17,1999,4,DM,M,50.0
29099,29100,1,17,1999,4,DM,M,37.0
29100,29101,1,17,1999,4,DM,F,42.0
29101,29102,1,17,1999,4,DM,M,45.0
29102,29103,1,17,1999,4,OT,M,22.0
29103,29104,1,17,1999,4,DM,M,40.0
29104,29105,1,17,1999,4,DM,F,41.0
29105,29106,1,17,1999,4,DM,F,43.0
29106,29107,1,17,1999,4,DM,M,48.0
29107,29108,1,17,1999,4,OT,F,21.0
29108,29109,1,17,1999,6,OT,F,33.0
29109,29110,1,17,1999,6,PB,M,45.0
29110,29111,1,17,1999,6,OT,M,29.0
29111,29112,1,17,1999,6,PM,M,21.0
29112,29113,1,17,1999,6,OT,F,23.0
29113,29114,1,17,1999,6,PM,M,26.0
29114,29115,1,17,1999,11,DO,F,53.0
29115,29116,1,17,1999,11,OT,M,25.0
29116,29117,1,17,1999,11,DM,M,42.0
29117,29118,1,17,1999,11,DM,F,41.0
29118,29119,1,17,1999,11,OT,F,23.0
29119,29120,1,17,1999,11,DM,M,43.0
29120,29121,1,17,1999,11,DM,M,41.0
29121,29122,1,17,1999,9,DM,M,45.0
29122,29123,1,17,1999,9,DM,M,52.0
29123,29124,1,17,1999,9,DM,M,41.0
29124,29125,1,17,1999,9,DM,M,53.0
