,record_id,month,day,year,plot,species,sex,wgt
16878,16879,1,6,1990,1,DM,F,35.0
16879,16880,1,6,1990,1,OL,M,28.0
16880,16881,1,6,1990,6,PF,M,7.0
16881,16882,1,6,1990,23,RM,F,9.0
16882,16883,1,6,1990,12,RM,M,10.0
16883,16884,1,6,1990,24,RM,M,9.0
16884,16885,1,6,1990,12,SF,M,35.0
16885,16886,1,6,1990,24,SH,F,73.0
16886,16887,1,6,1990,12,SF,M,44.0
16887,16888,1,6,1990,17,DO,M,55.0
16888,16889,1,6,1990,21,SF,M,55.0
16889,16890,1,6,1990,12,OT,M,23.0
16890,16891,1,6,1990,12,DO,F,53.0
16891,16892,1,6,1990,21,AB,,
16892,16893,1,6,1990,12,OT,F,24.0
16893,16894,1,6,1990,1,OT,F,20.0
16894,16895,1,6,1990,12,SF,F,75.0
16895,16896,1,6,1990,12,RM,M,11.0
16896,16897,1,6,1990,21,SF,F,46.0
16897,16898,1,6,1990,23,RM,M,11.0
16898,16899,1,6,1990,17,DO,M,47.0
16899,16900,1,6,1990,19,RM,M,10.0
16900,16901,1,6,1990,12,AH,,
16901,16902,1,6,1990,7,RM,F,9.0
16902,16903,1,6,1990,1,OL,M,34.0
16903,16904,1,6,1990,18,RM,F,13.0
16904,16905,1,6,1990,21,RM,M,11.0
16905,16906,1,6,1990,12,DO,M,57.0
16906,16907,1,6,1990,20,RM,M,10.0
16907,16908,1,6,1990,19,RM,F,12.0
16908,16909,1,6,1990,24,RM,M,11.0
16909,16910,1,6,1990,20,RM,M,7.0
16910,16911,1,6,1990,18,PE,M,20.0
16911,16912,1,6,1990,22,DM,M,52.0
16912,16913,1,6,1990,6,RM,M,8.0
16913,16914,1,6,1990,17,DM,M,
16914,16915,1,6,1990,19,PF,F,6.0
16915,16916,1,6,1990,17,,F,165.0
16916,16917,1,6,1990,6,RM,M,9.0
16917,16918,1,6,1990,18,RM,M,10.0
16918,16919,1,6,1990,7,RM,M,11.0
16919,16920,1,6,1990,1,DO,F,56.0
16920,16921,1,6,1990,12,DO,,
16921,16922,1,6,1990,17,RM,M,11.0
16922,16923,1,6,1990,1,DO,M,55.0
16923,16924,1,6,1990,6,PF,M,7.0
16924,16925,1,6,1990,6,AB,,
16925,16926,1,6,1990,17,PE,M,24.0
16926,16927,1,6,1990,12,OT,M,28.0
16927,16928,1,6,1990,17,DO,M,49.0
16928,16929,1,7,1990,3,SH,M,61.0
16929,16930,1,7,1990,4,DM,M,44.0
16930,16931,1,7,1990,5,RF,M,13.0
16931,16932,1,7,1990,11,DO,M,41.0
16932,16933,1,7,1990,9,DO,M,52.0
16933,16934,1,7,1990,9,DO,M,50.0
16934,16935,1,7,1990,4,DM,M,49.0
16935,16936,1,7,1990,9,DO,F,49.0
16936,16937,1,7,1990,15,PE,F,19.0
16937,16938,1,7,1990,13,RF,F,14.0
16938,16939,1,7,1990,8,DM,M,48.0
16939,16940,1,7,1990,14,DO,M,52.0
16940,16941,1,7,1990,3,OT,M,22.0
16941,16942,1,7,1990,8,DM,F,38.0
16942,16943,1,7,1990,4,DM,M,34.0
16943,16944,1,7,1990,10,RM,M,11.0
16944,16945,1,7,1990,8,DM,F,49.0
16945,16946,1,7,1990,4,DM,F,42.0
16946,16947,1,7,1990,14,DM,M,50.0
16947,16948,1,7,1990,4,DM,M,34.0
16948,16949,1,7,1990,9,DO,M,42.0
16949,16950,1,7,1990,3,RM,M,10.0
16950,16951,1,7,1990,5,BA,F,9.0
16951,16952,1,7,1990,4,DM,M,50.0
16952,16953,1,7,1990,11,DO,F,38.0
16953,16954,1,7,1990,11,DM,M,46.0
16954,16955,1,7,1990,2,PE,F,22.0
16955,16956,1,7,1990,4,DM,F,43.0
16956,16957,1,7,1990,8,DM,M,47.0
16957,16958,1,7,1990,4,DS,,
16958,16959,1,7,1990,13,PP,M,14.0
16959,16960,1,7,1990,2,DO,M,61.0
16960,16961,1,7,1990,2,OT,F,23.0
16961,16962,1,7,1990,4,DM,M,39.0
16962,16963,1,7,1990,11,DM,F,40.0
16963,16964,1,7,1990,13,RM,M,11.0
16964,16965,1,7,1990,2,DO,F,43.0
16965,16966,1,7,1990,8,DO,F,45.0
16966,16967,1,7,1990,3,AB,,
16967,16968,1,7,1990,4,DM,F,36.0
16968,16969,1,7,1990,9,DM,F,40.0
16969,16970,1,7,1990,8,DM,M,57.0
16970,16971,1,7,1990,11,DM,M,50.0
16971,16972,1,7,1990,9,DM,M,45.0
16972,16973,1,7,1990,9,DM,F,35.0
16973,16974,1,7,1990,15,RM,M,9.0
16974,16975,1,7,1990,4,DM,F,44.0
16975,16976,1,7,1990,9,DM,F,40.0
16976,16977,1,7,1990,13,RM,F,11.0
