,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
27413,27414,1,31,1998,12,DM,F,35.0,41.0
27414,27415,1,31,1998,12,DM,M,36.0,43.0
27415,27416,1,31,1998,12,DM,F,34.0,41.0
27416,27417,1,31,1998,20,PM,F,20.0,21.0
27417,27418,1,31,1998,19,OT,M,21.0,18.0
27418,27419,1,31,1998,7,PM,M,22.0,22.0
27419,27420,1,31,1998,18,PM,F,26.0,28.0
27420,27421,1,31,1998,21,PM,M,21.0,20.0
27421,27422,1,31,1998,18,RM,M,16.0,10.0
27422,27423,1,31,1998,21,PB,M,27.0,32.0
27423,27424,1,31,1998,12,DM,M,37.0,41.0
27424,27425,1,31,1998,1,DM,M,35.0,39.0
27425,27426,1,31,1998,2,DS,F,51.0,122.0
27426,27427,1,31,1998,17,DM,F,35.0,45.0
27427,27428,1,31,1998,21,PM,M,20.0,23.0
27428,27429,1,31,1998,22,DM,F,35.0,41.0
27429,27430,1,31,1998,12,DM,F,36.0,42.0
27430,27431,1,31,1998,24,PM,M,22.0,28.0
27431,27432,1,31,1998,12,DM,M,35.0,42.0
27432,27433,1,31,1998,19,PB,M,27.0,31.0
27433,27434,1,31,1998,2,DO,M,36.0,52.0
27434,27435,1,31,1998,12,DM,F,38.0,44.0
27435,27436,1,31,1998,17,DM,M,36.0,46.0
27436,27437,1,31,1998,12,DM,F,36.0,43.0
27437,27438,1,31,1998,2,OT,F,21.0,25.0
27438,27439,1,31,1998,1,DO,F,34.0,46.0
27439,27440,1,31,1998,12,NL,F,34.0,178.0
27440,27441,1,31,1998,19,PB,F,26.0,30.0
27441,27442,1,31,1998,12,DM,F,35.0,40.0
27442,27443,1,31,1998,17,DM,M,37.0,47.0
27443,27444,1,31,1998,2,DM,F,36.0,41.0
27444,27445,1,31,1998,1,PB,M,29.0,36.0
27445,27446,1,31,1998,12,OT,F,20.0,22.0
27446,27447,1,31,1998,17,DM,F,36.0,39.0
27447,27448,1,31,1998,24,RM,F,17.0,10.0
27448,27449,1,31,1998,12,DM,M,37.0,42.0
27449,27450,1,31,1998,17,OT,F,20.0,22.0
27451,27452,1,31,1998,21,PB,M,26.0,35.0
27452,27453,1,31,1998,1,DO,M,37.0,57.0
27453,27454,1,31,1998,22,DM,F,37.0,39.0
27454,27455,1,31,1998,1,PB,F,26.0,31.0
27455,27456,1,31,1998,12,OT,M,20.0,23.0
27456,27457,1,31,1998,22,DM,M,37.0,42.0
27457,27458,1,31,1998,2,DM,M,35.0,46.0
27458,27459,1,31,1998,22,OT,M,20.0,24.0
27459,27460,1,31,1998,18,PM,F,20.0,17.0
27460,27461,1,31,1998,2,OT,M,21.0,22.0
27462,27463,1,31,1998,17,OT,M,21.0,24.0
27463,27464,1,31,1998,12,DM,M,39.0,43.0
27464,27465,1,31,1998,17,OT,M,20.0,23.0
27465,27466,1,31,1998,1,DM,F,36.0,42.0
27466,27467,1,31,1998,2,DO,F,35.0,53.0
27467,27468,1,31,1998,22,DM,M,36.0,44.0
27468,27469,1,31,1998,17,OT,F,20.0,24.0
27469,27470,1,31,1998,21,PB,F,26.0,29.0
27470,27471,1,31,1998,17,DM,F,35.0,43.0
27472,27473,1,31,1998,22,PB,M,27.0,35.0
27473,27474,1,31,1998,2,PB,M,27.0,42.0
27474,27475,1,31,1998,21,PB,M,27.0,39.0
27475,27476,1,31,1998,22,PB,F,25.0,24.0
